firma_adi;adres;telefon;website;domain
3S METAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;23 NİSAN MAH.BÜLENT ECEVİT CAD. A BLOK NO:12/D YUMURTALIK BURSA;+90 (224) 341-0062;http://www.3smetal.com;3smetal.com
3S RİDAS GIGA İNŞAAT SAN. VE TİC. LTD. ŞTİ.;FUATPAŞA MH. 24. SK. NO:10 MERKEZ KÜTAHYA;+90 (274) 216-0274;http://www.ridas.com.tr;ridas.com.tr
4A DAMPER VE EKİPMANLARI MAKİNA METAL KALIP OTOMOTİV DIŞ TİCARET SANAYİ VE TİCARET LTD.ŞTİ.;ORGANİZE SANAYİ BÖLGESİ 29.CADDE NO.59 MELİKGAZİ KAYSERI;+90 (352) 501-0666;http://www.4adamper.com;4adamper.com
4A DOKUMA TEKSTİL BRODE SAN. VE TİC. A.Ş.;YENİDOĞANOSB MAH. CENGİZ TOPEL CAD. NO:5 DEMİRTAŞ GÜRSU BURSA;+90 (224) 371-3060;http://www.4atekstil.com.tr;4atekstil.com.tr
4C LOJİSTİK DIŞ TİCARET LTD. ŞTİ.;DELİKLİKAYA SAPANCA CAD. NO:8A ARNAVUTKÖY İSTANBUL;+90 (212) 633-2207;http://www.hmpx-parts.com.tr;hmpx-parts.com.tr
4F TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEMİRTAŞ CUMHURİYET MAHALLESİ KÜÇÜK SANAYİ 3. CAD. OSMANGAZİ BURSA;;http://www.4f.com.tr;4f.com.tr
5 M FREN SİSTEMLERİ YEDEK PARÇA İTH.İHR.SAN. VE TİC.LTD.ŞTİ.;BARAKFAKİH MAH. ANKARA CAD. NO:30 16450 BARAKFAKİ KESTEL BURSA;+90 (224) 411-0680;http://www.5mautomotive.com.tr;5mautomotive.com.tr
5 M MÜHENDISLIK MÜMESSILLIK DANIŞMANLIK LTD.ŞTI.;HOSAB HASANAĞA ORGANİZE SANAYİ BÖLGESİ 5.CADDE NO.5 YUMURTALIK BURSA;+90 (224) 484-2920;http://www.5m-muhendislik.com.tr;5m-muhendislik.com.tr
5 M OTOMOTIV SAN.VE TIC.A.Ş.;BARAKFAKİH MAH. ANKARA CADDE NO.30 KESTEL BURSA;+90 (224) 411-0680;http://www.5mautomative.com;5mautomative.com
7BROS TEKSTİL KONFEKSİYON SAN. VE TİC. A.Ş.;DEMİRTAŞ DUMLUPINAR ORGANİZE SANAYİ MAH. ÇİĞDEM 1 SOKAK NO:5 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-1525;http://sykgroup.com.tr;sykgroup.com.tr
9 DERECE ARGE OTOMOTİV SAN. VE TİC. A.Ş.;FATİH MAH. 1198. SOK. NO:4/1B GAZİEMİR İZMİR;+90 (232) 227-3131;http://www.9derece.com;9derece.com
9 EKIM GÜMRÜK MÜŞ.LOJİSTİK DANIŞMANLIK YAYINCILIK TURİZM VE DIŞ TİC LTD ŞTİ;ŞENLIKKÖY MAH.CEVIZLI SOK.16/1 BAKIRKÖY İSTANBUL;+90 (212) 624-4960;http://www.9ekim.com;9ekim.com
A G MENSUCAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEMİRTAŞ DUMLUPINAR ORGANİZE SANAYİ BÖLGESİ MAHALLESİ 1. NİLÜFER SOK. NO:9/7 OSMANGAZİ BURSA;+90 (224) 211-0070;http://www.agmensucat.com.tr;agmensucat.com.tr
A MAKİNE SANAYİ TİCARET İHRACAT İTHALAT LTD.ŞTİ.;MADENLER MAH.1107.SOK.NO:3 YATAĞAN SAN.SİT. YATAĞAN MUĞLA;+90 (252) 572-6669;http://www.amakinesanayi.com;amakinesanayi.com
A RAYMOND BAĞLANTI ELEMANLARI SANAYİ VE TİCARET LTD. ŞTİ.;TOSB OSB 1.CAD 14.SOK NO:9 ÇAYIROVA ÇAYIROVA KOCAELI;+90 (262) 658-1058;http://www.araymond.com.tr;araymond.com.tr
A REA OTOMOTİV KAUÇUK MET. SAN. VE TİC.LTD.ŞTİ.;YAYLACIK MAH.TAHTALI YOLU 39.SK.NO:3/1 YUMURTALIK BURSA;+90 (224) 254-9380;http://www.areaotomotiv.com;areaotomotiv.com
A.B.C. TRAKTÖR TIC.LTD.ŞTI;Ferhay Paşa Cad. G.19 No:18 MALTEPE İSTANBUL;+90 (216) 466-6720;http://abcturkey.com;abcturkey.com
A.B.H. TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;DEMİRTAŞ ORG.SAN.BÖL. LEYLAK SOK. NO:3 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-2838;http://www.fioretta.com;fioretta.com
A.C.S. TEKSTİL SAN. VE TİC. A.Ş.;MİNARELİÇAVUŞOSB MAH. MEŞE CAD. NO:1/B YUMURTALIK BURSA;+90 (224) 411-0322;http://www.acstekstil.com.tr;acstekstil.com.tr
A.C.T. OTOMOTİV MÜHENDİSLİK DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MİNARELİÇAVUŞOSB MAH. N.208 SOKAK NO:4 YUMURTALIK BURSA;+90 (224) 241-2631;http://www.actautomotive.com;actautomotive.com
A.D.D.A. MİMARLIK MÜH. İNŞ. TAAH. P.U.T. SAN. TİC. LTD. ŞTİ.;KÜLTÜR MH. BİLGİNLER CD NO 95 / A YUMURTALIK BURSA;+90 (224) 443-1318;http://www.addamimarlik.com;addamimarlik.com
A.D.R.ILKER OTOM.TURIZM SAN.VE TIC.LTD.STI.;Buyukbakkalkoy Mah.Kaşıf Sk.No:15 SK.NO:15 MALTEPE İSTANBUL;+90 (216) 311-7668;http://www.adrgroup.com;adrgroup.com
A.E.R. OTO YEDEK PARÇA MAKİNA TASARIM SANAYİ TİCARET LTD. ŞTİ.;MİNARELİÇAVUŞ OSB MAH N321.SOK NO:1 NİLÜFER/BURSA YUMURTALIK BURSA;+90 (224) 482-4285;http://www.aeroto.com.tr;aeroto.com.tr
A.F.S. ANADOLU FORKLİFT SANAYİ VE TİCARET LTD.ŞTİ.;BEŞEVLER KÜÇÜK SANAYİ SİTESİ 18.BLOK NO.9 YUMURTALIK BURSA;+90 (224) 441-8661;http://www.anadoluforklift.com;anadoluforklift.com
A.GLOBAL ELEKTRONİK TİC.HED.EŞY.REK.GI.YA.İT.İH. VE TİC.LTD.ŞTİ.;KORU MH.2643.SK.GÜZELTAN SİT.11/11 ÇAYYOLU ÇANKAYA ANKARA;+90 (312) 240-0717;http://www.peshtow.com;peshtow.com
A.H. ATALAY KONF.TEKS. TIC.VE SAN.LTD.ŞTI.;YUNUSEMRE MAH. KAPLIKAYA SK. NO:26 YILDIRIM / BURSA YILDIRIM BURSA;+90 (224) 362-9191;http://www.lilax.com.tr;lilax.com.tr
A.I.R. SÜSPANSİYON SİSTEMLERİ SAN. VE TİC. A.Ş;NİLÜFER O.S.B. ERGUVAN CAD. 72. SOKAK NO:8 YUMURTALIK BURSA;+90 (224) 411-0911;http://www.airkraft.com.tr;airkraft.com.tr
A.K.E.SPOR MALZ.SAN. VE TİC. LTD. ŞTİ.;DEMIRTAŞ ORGANIZE SAN.BÖLGESI YONCA SOK. NO:3 OSMANGAZİ BURSA;+90 (224) 261-0800;http://www.akespor.com;akespor.com
A.K.M TEKS.KONF.SAN VE TIC.LTD .ŞTI.;DUAÇINARI MAH. VİŞNE CADDE NO.178/1 NO.19 YILDIRIM BURSA;+90 (224) 364-9596;http://www.akmtekstil.com;akmtekstil.com
A.N.L REKLAMCILIK MATBAA TEKSTİL GIDA PLASTİK KİMYA İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ.;KÜKÜRTLÜ MAH.ZÜBEYDE HANIM CAD.TAYAN APT. NO:10 D:2 OSMANGAZİ BURSA;+90 (224) 234-0944;http://www.anlcreative.com;anlcreative.com
A.N.Y. TEKSTİL SANAYİ TİCARET VE PAZARLAMA ANONİM ŞİRKETİ;DEMİRTAŞ DUMLUPINAR OSB MAH. MUSTAFA KARAER CAD. NO:40 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-0906;http://www.any.com.tr;any.com.tr
A.P.S. KALIP APARAT OTOMOTİV MAKİNA MEDİKAL SAN VE TİC.LTD.ŞTİ;ÇALI SAN.BÖL.ADABAĞLAR CAD.NO:25 YUMURTALIK BURSA;+90 (224) 000-0000;http://www.apsotomotiv.com;apsotomotiv.com
A.R. ALTINLILAR TEKSTİL SAN VE TİC LTD.ŞTİ.;DOSAB GÜL SOK NO:6/B OSMANGAZİ BURSA;+90 (224) 261-1265;http://www.altinlitekstil.com;altinlitekstil.com
A.R.G.OTOMOTIV SAN VE TIC.LTD. ŞTI.;MERSİNLİ MAH. 2830 SOK.NO:49 I.SANAYI BÖLGES BORNOVA ÇAY İZMİR;+90 (232) 459-6606;http://www.argotomotiv.com.tr;argotomotiv.com.tr
A.R.M OTOMOTİV DIŞ TİC. PAZARLAMA A.Ş.;DEMİRTAŞ DUMLUPINAROSB MAH. ALİ OSMAN SÖNMEZ CAD.NO:17 OSMANGAZİ BURSA;+90 (224) 261-2727;http://www.kapimsan.com;kapimsan.com
A.S.C. MOTOR ELEKTRIK MOTOR SANAYİ VE TİCARET A.Ş.;ALAADDİN BEY MAH 618.SK.NO:9 NİLÜFER/BURSA YUMURTALIK BURSA;+90 (224) 443-3570;http://www.ascmotor.com;ascmotor.com
"A.T.N. İNŞAAT TEMİZLİK ELEKTRİK KAPLAMA VE İZALASYON GIDA SANAYİ VE TİCARET LTD.,ŞTİ.";KÜÇÜK SANAYİ SİTESİ 70.BLOK NO.20/22 YUMURTALIK BURSA;+90 (224) 441-2828;http://www.atninsaat.com;atninsaat.com
A.T.P. TEKS.SAN.VE TIC.AŞ;MUDANYA CAD. BEYSEL APT. NO:131/11 Tayin edilmedi BURSA;+90 (224) 233-5366;http://www.atpplar.com;atpplar.com
A.T.S. OTO YEDEK PARÇA SAN. TİC.LTD.ŞTİ;KÜÇÜKBALIKLI MAH. MURAT HÜDAVENDİGAR BULVARI NO:90 OSMANGAZİ / BURSA OSMANGAZİ BURSA;+90 (224) 215-6519;http://www.atskilit.com;atskilit.com
A.V.Y TEKSTİL KONFEKSİYON MAKİNA SANAYİ TİCARET LTD.ŞTİ.;ANADOLU MAH. ÇELEBİ SOKAK NO.3 YILDIRIM BURSA;+90 (224) 363-2858;http://www.avytekstil.com;avytekstil.com
A.Z.M.OTOMOTİV SAN.TİC.LTD.ŞTİ.;FEVZİ ÇAKMAK MH.BÜSAN SAN.SİT. 10664. SK. NO:31/H ŞEMS KARATAY KONYA;+90 (332) 345-1855;http://www.azimtup.com;azimtup.com
A.Z.Z. İÇ VE DIŞ TİCARET LTD.ŞTİ.;BEŞEVLER MH. ACAR SK KAPI NO.17 D.1-2 YUMURTALIK BURSA;+90 (224) 453-5234;http://www.azz.com.tr;azz.com.tr
ABBGROWERS TARIM TİCARET LİMİTED ŞİRKETİ;YUKARI DIKMEN MAH. 635 SK. NO: 3 DİKMEN/ORAN ÇANKAYA ANKARA;+90 (312) 000-0000;http://www.abbgrowers.com;abbgrowers.com
ABC İHRACAT VE GIDA LTD. ŞTİ.;"BAHÇELİEVLER MAH. HÜNKAR SOK. GÜLPINAR APT NO:3/1 MERKEZ, MERKEZ BALIKESIR";+90 (266) 000-0000;http://www.abcexport.com.tr;abcexport.com.tr
ABDT OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ;LEVENT MAH.EBULULA MARDİN CAD.NO:21 BEŞİKTAŞ İSTANBUL;+90 (212) 268-4756;http://www.galleriatr.com;galleriatr.com
ABDULGANİ HAMED;AKÇALAR ORG.SAN.BÖLG. KARSAN OTOMOTİV FABRİKASI ARKASI YUMURTALIK BURSA;+90 (224) 484-2638;http://www.aghgroup.com;aghgroup.com
ABDULKADİR ÖZCAN OTOMOTİV LASTİK SAN.TİC.A.Ş.;KAZIM KARABEKIR CAD. ÖZCAN CENTER NO:124 MERKEZ ANKARA;+90 (312) 309-3030;http://www.abdulkadirozcan.com.tr;abdulkadirozcan.com.tr
ABDULLAH DEMİRCAN;ADA MH. ÖRENCİK CD. NO: 10 TAVŞANLI KÜTAHYA;+90 (274) 561-3839;http://www.demircantarim.com;demircantarim.com
ABDULLAH EKİCİ - LOEM YEDEK PARÇA;KOSOVA MAH.TEZCANLAR SOK.NO:18/4 SELÇUKLU KONYA;+90 (332) 225-4550;http://www.loem.com.tr;loem.com.tr
ABDULSAMET BÜYÜKERTAŞ;FEVZİ ÇAKMAK MAH.10656 SK. NO:16 ŞEMS KARATAY KONYA;+90 (332) 000-0000;http://www.ducasauto.com;ducasauto.com
ABDÜLKADİR BASIK;ORHANBEY MAH. ATATÜRK CAD. NO:39/627 OSMANGAZİ BURSA;+90 (224) 225-0113;http://www.projenyapi.com;projenyapi.com
ABEM GLOBAL İTHALAT İHRACAT A.Ş.;İKİTELLİ OSB MAH. ÇORAPÇILAR H BLOK SK. H BLOK NO: 20 BAŞAKŞEHİR İSTANBUL;+90 (212) 486-3636;http://www.abemglobal.com;abemglobal.com
AB-KAN TEKSTIL SAN.VE TIC.LTD. ŞTI.;YUNUSELI MAH.AKYILDIZ SK.N.8 OSMANGAZİ BURSA;+90 (224) 248-4890;http://www.ab-kan.com;ab-kan.com
ABM MOTORLU ARAÇLAR SANAYİ VE TİCARET ANONİM ŞİRKETİ;ZİYA GÖKALP MAH.HÜRRİYET BULV. NO:23C BAŞAKŞEHİR İSTANBUL;+90 (212) 670-3033;http://www.abmmotorluaraclar.com;abmmotorluaraclar.com
ABRA VİNÇ MAKİNA KONSTRÜKSİYON SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ;ÇAPAK MAH.2594 SOK.NO:7 TORBALI TORBALI İZMİR;+90 (232) 853-2858;http://www.abravinc.com.tr;abravinc.com.tr
ABRAMET OTOMOTİV MAKİNA METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ;HALİLBEYLİ OSB MAH. SANAYİ CAD. NO:10 KEMALPAŞA İZMİR;+90 (232) 504-4460;http://www.abramet.com.tr;abramet.com.tr
ABRANE PLASTİK TAR.HAYVANCILIK GIDA TUR.TEKS.İNŞ.ELEKTRİK İTH.İHR.SAN.VE TİC.A.Ş.;İSTİKLAL MH.KAZIM KARABEKİR CAD.NO:98 GÜRSU BURSA;+90 (224) 376-1213;http://www.abrane.com.tr;abrane.com.tr
ABSEL OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;MAHMUTBEY MAH. TAŞOCAĞI YOLU CAD. BALANCE GÜNEŞLİ BLOK NO: NO:19/6 İÇ KAPI NO:52 MAHMUTBEY BAĞCILAR İSTANBUL;+90 (212) 924-4050;http://www.abselparts.com;abselparts.com
ABSHER İÇ VE DIŞ TİCARET LTD.ŞTİ;ŞEHREMİNİ MAH.VELET ÇELEBİ SOK.ŞEKEROĞLU APT NO:9 FATİH İSTANBUL;+90 (212) 000-0000;http://www.absher.sa;absher.sa
ABV KALIP VE PLAS. İML. SAÇ İŞL. MET. MAK. İML. TUR. İNŞ. İTH. İHR. SAN. VE TİC. LİMİTED ŞİRKETİ;YENİDOĞANOSB MAH. GAZİOSMANPAŞA CADDESİ NO:4/2 YENİDOĞANOSB GÜRSU BURSA;+90 (224) 342-5145;http://www.abvkalip.com.tr;abvkalip.com.tr
ACAR İHRACAT İTHALAT TEKSTİL TİCARET VE SANAYİ A.Ş.;DOSAB ÇİĞDEM SK. NO:23 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-1860;http://www.acartextile.com.tr;acartextile.com.tr
ACAR İTFAİYE ÜST YAPI EKİPMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;KEMALPAŞA OSB MAH. 508. SK. NO:32 KEMALPAŞA KEMALPAŞA İZMİR;+90 (232) 000-0000;http://https://acaritfaiye.com.tr/;https
ACAR KAPORTA SANAYİ TİCARET LİMİTED ŞİRKETİ;ÇALI SANAYİ BÖLGESİ ÖMER BİLTEKİN CD.NO:16 YUMURTALIK BURSA;+90 (224) 482-4250;http://www.acarkaporta.com;acarkaporta.com
ACAR MAKINE VE OTOMOTIV SAN. TIC.LTD.ŞTI.;IÇERENKÖY YOLU KEYAP ÇARŞISI B-2 BLOK NO.31 ÜMRANİYE İSTANBUL;+90 (216) 466-1042;http://www.acarmakina.com.tr;acarmakina.com.tr
ACAR OTOMOTIV SAN.VE TIC.LTD. ŞTI.;Metal Iş San Sıtesı 5. Blok No:16 BAŞAKŞEHİR İSTANBUL;+90 (212) 671-4623;http://www.acarotomotiv.com;acarotomotiv.com
ACARER TEKSTIL SAN.TIC.LTD. ŞTI.;D.O.S.A.B. M.KARAER CAD. YILDIZ SOK. NO:19 B OSMANGAZİ BURSA;+90 (224) 261-2151;http://www.acaer.com;acaer.com
ACARİŞ METAL ENDÜSTRİSİ MAKİNA İMALATI MÜH.VE DANIŞ.HİZM.OTOM.YAN SAN.İML.İTH.İHR.PAZ.TİC.VE SAN.LTD;NİLÜFE ORGANİZE SANAYİ BÖLGESİ DEMİRCİLER SİTESİ B BLOK NO.32 YUMURTALIK BURSA;+90 (224) 241-3036;http://www.acarismetal.com;acarismetal.com
ACARLAR OTOMOTİV TİCARET VE A.Ş.;"ACARLAR MAHALLESİ, POLONEZ BAĞLANTI YOLU KAMER ÇIKMAZI NO:2 KAVACIK BEYKOZ İSTANBUL";+90 (216) 538-7600;http://www.acarlaroto.com;acarlaroto.com
ACARSOY TEKS.TIC.VE SAN.AŞ;DEMIRTAŞ ORGANIZE SAN.BÖL. MUSTAFA KARAER CAD. NO:14 OSMANGAZİ BURSA;+90 (224) 261-0290;http://www.acarsoy.com.tr;acarsoy.com.tr
ACARSOY İNŞAAT TEKSTİL TURİZM NAKLİYE EMLAK GIDA İHTİ. VE DAY.TÜKETİM MALL.SAN.İÇ VE DIŞ TİC.LTD.ŞT;ATATÜRK CAD. ACARHAN NO.101 ALTINOLUK ALTINOLUK EDREMİT BALIKESIR;+90 (266) 396-4024;http://www.bngardinen.net;bngardinen.net
ACD DOKUMACILIK VE DİJİTAL BASKI SAN. TİC. LTD. ŞTİ.;YUNUS EMRE MAH.2. YEL SK. NO:4 YILDIRIM BURSA;+90 (224) 361-1209;http://www.acdtekstil.com;acdtekstil.com
ACG OTOMOTİV YEDEK PARÇA İTH. İHR. SAN. TİC. LTD. ŞTİ.;BÜYÜKKAYACIKOSB MAH.LALEHAN CAD. NO:1 SELÇUKLU KONYA;+90 (332) 502-2799;http://www.gvntrailer.com;gvntrailer.com
ACH DIŞ TİCARET SANAYİ VE TİCARET A.Ş.;BURSA İHTİSAS DERİ ORGANİZE SANAYİ BÖLGESİ BADIRGA MAH. 4.SOKAK NO.3/1 YUMURTALIK BURSA;+90 (224) 487-0066;http://www.achdisticaret.com.tr;achdisticaret.com.tr
ACH İNORGANİK KİMYASALLAR SANAYİ TİCARET LTD.ŞTİ.;BADIRGA MAH. 5.SOK. NO:1 BADIRGA MAH. 4.SOK. NO:3 YUMURTALIK BURSA;+90 (224) 482-3806;http://www.ach.com.tr;ach.com.tr
ACME HOME KONFEKSİYON TEKSTİL MAKİNA SAN. VE TİC. LTD. ŞTİ.;VEYSEL KARANİ MAH. 2. KÖSK CAD. NO:46/A OSMANGAZİ BURSA;+90 (224) 000-0000;http://acmetekstil.com;acmetekstil.com
ACN-TR DIŞ TİCARET A.Ş.;SÜLEYMANİYEOSB MAH. 3 CAD. NO:10/1 İNEGÖL BURSA;+90 (224) 261-6130;http://http://acn.gen.tr;http
ACS COMPOSITE ENDÜSTRİYEL ÜRÜNLER SAN. TİC. LTD. ŞTİ.;SUBAŞI MAH. 202 SK. NO:7 TORBALI İZMİR;+90 (232) 853-3057;http://www.acskompozit.com;acskompozit.com
ACTECH OTOMOTİV SAN. VE TİC. LTD. ŞTİ.;ALAADDİNBEY MH. 613. SK. 10 NOLU BAĞIMSIZ APT. NO: 9 /A YUMURTALIK BURSA;+90 (224) 443-5362;http://www.aktechotomotiv.com;aktechotomotiv.com
ACTİO MOBİLİTE TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYDINLI-KOSB MAH. TUZLA KİMYA SANAYİCİLERİ OSB. MELEK ARAS BULVARI NO:5 AYDINLI TUZLA İSTANBUL;+90 (216) 000-0000;http://https://actiomobilite.com.tr/;https
ACTR MEDİKAL MÜHENDİSLİK DIŞ TİC. LTD. ŞTİ.;GÜNEŞTEPE MAHALLESİ 1.YALIÇİFTLİK SOKAK NO:22B PK:16165 OSMANGAZİ BURSA;;http://www.ac-tr.com;ac-tr.com
AD TARIM SANAYİ VE TİCARET A.Ş.;KARSAK MAH. KARSAK SOK. NO:270 ORHANGAZİ BURSA;+90 (224) 587-7700;http://www.adtarim.com.tr;adtarim.com.tr
ADA MAKİNA KİRALAMA NAKLİYAT VE DIŞ TİC.LTD.ŞTİ.;Yalı Mah Kiraz Çıkmazı Sok No 2/19 KARTAL İSTANBUL;+90 (216) 517-1610;http://www.adamakina.com;adamakina.com
ADA MOTOR SANAYİ VE TİCARET LTD.ŞTİ.;DAĞDİBİ MAH. 317. SOKAK NO:22 ERMANHAN IŞHANI ABLOK K:2 D:27 ADAPAZARI SAKARYA;+90 (264) 277-7449;http://www.adamotor.com;adamotor.com
ADA PORT KURUMSAL TEDARİK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MURADİYE MAH.KIZILAY SK.NO:7 İÇ KAPI NO : 13 ORHANGAZİ BURSA;+90 (224) 000-0000;http://www.adaportltd.com;adaportltd.com
ADAK TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;AHMET VEFİK PAŞA ORGANİZE SANAYİ BÖLGESİ KARAPINAR CAD. NO.6 KESTEL BURSA;+90 (224) 331-7616;http://www.adaktekstil.com;adaktekstil.com
ADAL DANIŞMANLIK ÇEVRE MÜHENDİSLİK LABORATUVAR SAN. VE TİC. A.Ş.;BALAT MAH. SIHHİYE CAD. OFİS 4200 İŞ MERK. KAT:2 NO: 25 OSMANGAZİ BURSA;+90 (224) 242-2980;http://www.adalgrup.com;adalgrup.com
ADALAND TEKSTİL SAN VE TİC LTD.ŞTİ;DEMİRTAŞ DUMLUPINAR ORGANİZE SANAYİ BÖLGESİ PAPATYA SK. NO:5 OSMANGAZİ BURSA;+90 (224) 501-1830;http://www.adalandtekstil.com.tr;adalandtekstil.com.tr
ADAM MAK.MÜH.METALURJI SAN.VE TIC.LTD.ŞTI.;NOSAB ERGUVAN CAD.NO.4/D YUMURTALIK BURSA;+90 (224) 411-0203;http://www.adammakina.com.tr;adammakina.com.tr
ADAMAK OTOMOTİV SAVUNMA SANAYİ TİCARET LİMİTED ŞİRKETİ;SAKARYA I. OSB MAH. 12. CAD. 11. BLOK NO: 2/11D ARİFİYE SAKARYA;+90 (264) 000-0000;http://www.adamakotomotiv.com;adamakotomotiv.com
ADAS OTOMOTİV DIŞ TİCARET LİMİTED ŞİRKETİ;MASLAK MAH.TAŞYONCASI SK.T4 BLOK NO:1 U B208 SARIYER İSTANBUL;+90 (212) 924-8878;http://www.adasotomotiv.com;adasotomotiv.com
ADASAN NAKLİYAT YEDEK PARÇA KİRALAMA TİC. LTD. ŞTİ.;HAMİDİYE MH. KÜRKÇÜ SK. ÇELİK APT. NO:15/B ÇEKMEKÖY İSTANBUL;+90 (216) 000-0000;http://https://www.adasanaccessorles.com;https
ADAY GRUP İNŞAAT TAAHHÜT TURİZM HAYVANICLIK VE TARIM DANIŞMANLIĞI TİC. LTD. ŞTİ.;CEVİZLİDERE MAH. 1235.CAD. 1243.SK. NO:2/8 BALGAT ÇANKAYA ANKARA;+90 (312) 472-2151;http://www.adaygrup.com.tr;adaygrup.com.tr
ADBA OTOMOTİV SAN. VE TİC.LTD.ŞTİ.;YAYLACIK MAH. 42.SOKAK NO:7/3 KÖYLER YUMURTALIK BURSA;+90 (224) 000-0000;http://www.adbapart.com;adbapart.com
