firma_adi;adres;telefon;website;domain;birlik
AKGÜN KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİÇERİLER CAD. KÜRKÇÜLERPAZARI SOK. NO.17 FATİH İSTANBUL;(212) 5138950;www.akgunsilver.com;akgunsilver.com;JTR - Mücevher İhracatçıları Birliği
AKHAS HEDIYELIK ESYA SAN.VE TI C.LTD.STI.;MERKEZ MAH. KUYUMCULAR SOK. İSTANBUL VİZYON PARK MERKEZ PLAZA C-1 BLOK NO:4 K:9 D:913-914-915 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030949;www.akhas.com;akhas.com;JTR - Mücevher İhracatçıları Birliği
AKS ANAHTAR KONTAK SANAYİ VE TİCARET A.Ş.;RAMAZANOĞLU MH.SANAYI CD. NO 40 PENDİK İSTANBUL;02165950355;www.akskontak.com.tr;akskontak.com.tr;JTR - Mücevher İhracatçıları Birliği
ALBAYRAK TURİZM SEYAHAT İNŞAAT TİCARET ANONİM ŞİRKETİ;MALTEPE MH FETİH CD NO:6 ZEYTİNBURNU İSTANBUL;(212) 4681818;www.albayrak.com.tr;albayrak.com.tr;JTR - Mücevher İhracatçıları Birliği
ALEKS MAKİNE TICARET VE SANAYİ LİMİTED SİRKETI;YENİBOSNA MERKEZ MAH. KUYUMCULAR SOK. İSTANBUL VİZYON PARK 4/C1 BLOK NO:23 BAHÇELİEVLER İSTANBUL;02124581703;www.alexmakina.com;alexmakina.com;JTR - Mücevher İhracatçıları Birliği
ALEXANDRA GOLD KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;MESİHPAŞA MAH. LALELİ CAD. NO:9 FATİH İSTANBUL;(212) 5161126;www.alexandragold.com;alexandragold.com;JTR - Mücevher İhracatçıları Birliği
ALİBABA MÜCEVHERAT TAŞ SAN. VE TİC. LTD. ŞTİ.;SABUNCUHAN CAD. NO:24 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5199094;www.alibabadogaltas.com.tr;alibabadogaltas.com.tr;JTR - Mücevher İhracatçıları Birliği
ALTIN RAFİNERİ DÜNYASI ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SOK. KUYUMCUKENT SİTESİ BAŞAKŞEHİR İSTANBUL;(212) 0000000;http://www.ardgold.com.tr/;ardgold.com.tr;JTR - Mücevher İhracatçıları Birliği
ALTINALEV KUYUMCULUK SAN.VE T IC.LTD.STI.;Y.BOSNA 29 EKIM CD.KUYUMCUKENTATÖLYE BLK.1 K-2 SK.NO.9 BAHÇELİEVLER İSTANBUL;(212) 6030571;www.altınalev.com;altınalev.com;JTR - Mücevher İhracatçıları Birliği
ALTINBAŞ KUYUMCULUK İTHALAT İHRACAT SANAYİ VE TİCARET ANONİM ŞİRKETİ;NURUOSMANIYE CAD. NO:49 FATİH İSTANBUL;(212) 4445683;www.altinbas.com;altinbas.com;JTR - Mücevher İhracatçıları Birliği
ALTINDAMLA KUYUMC.TEKS.TUR.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;MOLLAFENARİ MAH.NURUOSMANİYECAD.NO:31 FATİH İSTANBUL;(212) 5146888;www.simoro.com;simoro.com;JTR - Mücevher İhracatçıları Birliği
ALTINGOZ KUYUMCULUK SAN.VE TIC.LTD.STI.;İSTANBUL VİZYON PARK C 2 BLOK 6.KAT 189 NUMARA BAHÇELİEVLER İSTANBUL;(212) 5277953;www.altingoz.com.tr;altingoz.com.tr;JTR - Mücevher İhracatçıları Birliği
ALTINOK KUYUMC.OTOM.ELEK.DERI VE TEKS.SAN.TIC.LTD.STI.;KUYUMCUKENT KOMPLEKSİ ATÖLYE BLOK5.KAT 1.SOK. NO.12 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 5162475;www.altınokalyans.com;altınokalyans.com;JTR - Mücevher İhracatçıları Birliği
ANDAÇ GÜMÜŞÇÜLÜK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. KÜRKÇÜLER PAZARI SOKYEŞİLSARAY İŞ MERKEZİ NO.29 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5198932;www.andacsilver.com;andacsilver.com;JTR - Mücevher İhracatçıları Birliği
ANT KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. CELAL FERDİ GÖKÇAY SOKNO:22 K:2 D.201 FATİH İSTANBUL;(212) 5134623;www.antkuyumculuk.com;antkuyumculuk.com;JTR - Mücevher İhracatçıları Birliği
ANTAŞ KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ISTANBUL VİZYON PARK, KUYUMCULAR SOK.MERKEZ PLAZA C1 BLOK KAT:5 NO: 521 BAHÇELİEVLER İSTANBUL;;www.antasgold.com;antasgold.com;JTR - Mücevher İhracatçıları Birliği
APEKS KUYUMCULUK MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;29 EKIM CAD. KÖYALTI MVK. K. KENTATÖLYE B. 1. KAT 3. SOK. NO:27 BAHÇELİEVLER İSTANBUL;(212) 6030637;www.apeksgold.com;apeksgold.com;JTR - Mücevher İhracatçıları Birliği
APPLE TEKNOLOJİ VE SATIŞ LTD.ŞTİ;FSM MAH.POLİGON CAD.BÜYÜKA S ST.NO:8 BLOK NO:2 CBLOK K:18 ÜMRANİYE İSTANBUL;(212) 2881812;www.apple.com.tr;apple.com.tr;JTR - Mücevher İhracatçıları Birliği
ARAKS İNCİ KIYMETLİ MADENLER SANAYİ VE TİCARET ANONİM ŞİRKETİ;ALEMDAR MAH. HİMAYE-İ ETFAL SOKAK YILDIRIM HAN NO:11 İÇ KAPI NO:302 FATİH İSTANBUL;(212) 5134978;www.arenstyle.com;arenstyle.com;JTR - Mücevher İhracatçıları Birliği
ARARAT MÜCEVHERAT LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. TASVİR SOK. ÇINAR HAN NO:2 K.4 D.18-19 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5208469;www.araratjewellery.com.tr;araratjewellery.com.tr;JTR - Mücevher İhracatçıları Birliği
ARÇELİK ANONİM ŞİRKETİ;SÜTLÜCE KARAAGAÇ CAD. NO 2/6 BEYOĞLU İSTANBUL;(212) 3143803;www.arcelik.com.tr;arcelik.com.tr;JTR - Mücevher İhracatçıları Birliği
ARET BAHAR;İSKENDER BOGAZI SOK. SAHİN HANNO.17 K.2 CARSIKAPI BEYAZIT FATİH İSTANBUL;(212) 5280601;www.ab-jewellery.com;ab-jewellery.com;JTR - Mücevher İhracatçıları Birliği
AR-EV KUYUMCULUK SANAYI VE TICARET LTD.STI.;BAŞ MUHASIP SOK. TALAS HANNO.301-401 K.3-4 FATİH İSTANBUL;(212) 5285127;www.ar-ev.com;ar-ev.com;JTR - Mücevher İhracatçıları Birliği
ARIKAN SAAT AŞ.;İSTOÇ 2434 SOKAK NO:132/21 BAĞCILAR İSTANBUL;;www.arikantime.com;arikantime.com;JTR - Mücevher İhracatçıları Birliği
ARİŞ HEDİYELİK EŞYA SANAYİ VE TİCARET ANONİM ŞİRKETİ;NURUOSMANIYE SEREFEFENDI SOK. NO.27 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5200102;www.aris.com.tr;aris.com.tr;JTR - Mücevher İhracatçıları Birliği
ARK KIRTASIYE ÜRÜNLERİ DIŞ TICARET LİMİTED ŞİRKETİ;RÜSTEMPAŞA MH. SABUNCUHANI SK N:53 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(216) 3781415;www.arkakar.com;arkakar.com;JTR - Mücevher İhracatçıları Birliği
ARPAŞ İHRACAT İTHALAT VE PAZARLAMA ANONİM ŞİRKETİ;SELAHATTİN EYÜBİ MAH.BÜYÜK AYAZMA CAD.N:78-80 KIRAÇ ESENYURT İSTANBUL;(212) 6413615;www.arpas.com.tr;arpas.com.tr;JTR - Mücevher İhracatçıları Birliği
ARTE GEMS MUCEVHERAT VE TURIZM DIS TIC.LTD.STI.;MOLLA FENARİ MAH. CERİDEHANE SOK NO:17 D:101 FATİH İSTANBUL;;www.artediore.com;artediore.com;JTR - Mücevher İhracatçıları Birliği
ARTUN KOCABAY;MOLLA FENARİ MAH. TASVİR SK. GÜVENÇER İŞ HANI NO:5 KAT:6/302 - KAT:7/402 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5228619;www.mucevherim.com;mucevherim.com;JTR - Mücevher İhracatçıları Birliği
ASA KAYNAK VE METAL ALAŞIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;ARAPCAMİİ MH TERSHANE CD ARAPKAYYUM SK NO:23 BEYOĞLU İSTANBUL;(212) 2387563;www.asakaynak.com;asakaynak.com;JTR - Mücevher İhracatçıları Birliği
ASIR GROUP İHRACAT A.Ş;ORGANİZE SANAYİ MAH.10.CAD 34 PORTALL PLAZA NO.7 E/7 İKİTELLİ BAŞAKŞEHİR İSTANBUL;(212) 4387550;http://www.asirgroup.com;asirgroup.com;JTR - Mücevher İhracatçıları Birliği
ASMUZE KUYUMCULUK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAHALLESİ KUYUMCULAR SOKAK NO:7/4 BAHÇELİEVLER İSTANBUL;(212) 0000000;http://www.asmuze.com;asmuze.com;JTR - Mücevher İhracatçıları Birliği
ASPENDOS KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ÇARŞIKAPI CAD. B.YOLGECEN HANINO.19/40 FATİH İSTANBUL;(212) 5200427;www.aspendos.com.tr;aspendos.com.tr;JTR - Mücevher İhracatçıları Birliği
ASTUR VE BEDO KUYUMCULUK GÜMÜŞÇÜLÜK LİMİTED ŞİRKETİ;LADİN SOK. NO:4 KUYUMCUKENT FABRİKALAR4. BLOĞU 2 KAT YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 5207752;www.bedosilver.com;bedosilver.com;JTR - Mücevher İhracatçıları Birliği
ATASAY KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;KUYUMCUKENT FABRKL. BLOĞU NO:6 34196 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6523366;www.atasay.com;atasay.com;JTR - Mücevher İhracatçıları Birliği
ATEK MİKRODALGA ANONİM ŞİRKETİ;ÇİFTE HAVUZLAR MAH. ESKİ LONDRA ASFALTICAD. KULUÇKA MRK. B1 BLOK NO:151/1D NO:409 ESENLER İSTANBUL;(212) 4837167;http://www.atekmidas.com;atekmidas.com;JTR - Mücevher İhracatçıları Birliği
ATİLLA GÜZELBERBER;KAPALIÇARŞI YAĞLIKCILAR CAD. İÇ CEBECİ HAN.NO:31 BEYAZIT BEYAZIT FATİH İSTANBUL;(212) 5199319;www.extrasepet.com;extrasepet.com;JTR - Mücevher İhracatçıları Birliği
AVS KÜRESEL GEMİ TEDARİĞİ VE YÖNETİMİ AŞ;SOĞANLIK YENİ MH PAMUKKALE SK NO:2 KARTAL İSTANBUL;(216) 5910849;www.avsglobalsupply.com;avsglobalsupply.com;JTR - Mücevher İhracatçıları Birliği
AYDIN KUYUMCULUK SANAYI VE TICARET LTD.STI.;KUYUMCUKENT ATÖLYE BLOĞU 3.KAT 6.SK.N:3 BAHÇELİEVLER İSTANBUL;(212) 5021016;www.aydıngold.net;aydıngold.net;JTR - Mücevher İhracatçıları Birliği
AYDOĞAN KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KUYUMCUKENT ATÖLYELER BLOĞU 5. KAT4. SOK. 5 NUMARA YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030745;www.aydogangold.com;aydogangold.com;JTR - Mücevher İhracatçıları Birliği
AZZURO KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAHALLESİ VEZİRHANI CAD. NO:52/1 MOLLA FENARİ 34120 FATİH, FATİH, TÜRKİYE BEYAZIT FATİH İSTANBUL;(212) 5148816;www.azzurogold.com;azzurogold.com;JTR - Mücevher İhracatçıları Birliği
BAGET İŞ KUYUMCULUK GÜMÜŞ KOZMETİK HEDİYELİK EŞYA SAN. TİC. LTD. ŞTİ.;NURUOSMANİYE CAD. MOLLAFENARI MAH.ERDEM HAN NO:36 K:1 FATİH İSTANBUL;(212) 5206252;www.baget-is.com;baget-is.com;JTR - Mücevher İhracatçıları Birliği
BAĞ KUYUMCULUK TURİZM İMALAT İTHALAT İHRACAT VE DAHİLİ TİCARET LİMİTED ŞİRKETİ;MERKEZ MAH. KUYUMCULAR SOK. VİZYON PARK C2 BLOK K:3 NO:308 ÇOBANÇEŞME BAHÇELİEVLER İSTANBUL;(212) 4720486;www.bagjewellery.com;bagjewellery.com;JTR - Mücevher İhracatçıları Birliği
BAHADIR BAŞ;ÇEMBERLİTAŞ MOLLAFENARİ MAH.KÜRKÇÜLER PAZARI SOK. NO.6 D:308 FATİH İSTANBUL;;www.abgoldsiver.com;abgoldsiver.com;JTR - Mücevher İhracatçıları Birliği
BAKI DURAK;KUYUMCUKENT ATOLYE BLOĞU 10.SOK. NO:22 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030353;www.sarıgelin.com.tr;sarıgelin.com.tr;JTR - Mücevher İhracatçıları Birliği
BARBAROS HAYRETTİN TOPAL;MOLLA FENARİ MAHALLESİ MESİH MEHMETPAŞA SOKAK KISMET İŞ HANI APT. NO: 3/304 FATİH/İSTANBUL FATİH İSTANBUL;(212) 5145834;http://www.affixsilver.com;affixsilver.com;JTR - Mücevher İhracatçıları Birliği
BARIŞ HEPYURDAKUL;MOLLA FENERİ MAHALLESİ TASVİR SOKAK NO:2 ÇINAR İŞ MERKEZİ KAT 4 DAİRE 401 FATİH İSTANBUL;(212) 0000000;http://www.baydorpirlanta.com;baydorpirlanta.com;JTR - Mücevher İhracatçıları Birliği
BAROK AKDOĞAN KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ŞEREFEFENDİ SK. ALTUN CENTER NO: 24 İÇ KAPI NO: 6 FATİH/ İSTANBUL MOLLA FENARİ MAH 34120 FATİH İSTANBUL;(212) 5263904;www.barok-jewellery.com;barok-jewellery.com;JTR - Mücevher İhracatçıları Birliği
BARS MÜCEVHERAT KUYUMCULUK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAHALLESİ. LADİN SOK. KUYUMCUKENT NO: 4 M İÇ KAPI NO: Z257 BAHÇELİEVLER İSTANBUL;(212) 0000000;www.barsmucevherat.com;barsmucevherat.com;JTR - Mücevher İhracatçıları Birliği
BARTO JEWELLERY MÜCEVHERT LTD. ŞTİ.;BİNBİRDİREK MAH. KLODFARER CAD. NO:3/32 FATİH İSTANBUL;(212) 0000000;http://barto.com.tr;barto.com.tr;JTR - Mücevher İhracatçıları Birliği
BAYEKS KIRTASIYE TURIZM HED. ESYA ITH.IHR.SAN.VETIC.LTD.STI;ISTOÇ 27.ADA N:81-83 BAĞCILAR İSTANBUL;02126595511;www.bayeks.com;bayeks.com;JTR - Mücevher İhracatçıları Birliği
BAYTEK BİLİŞİM TEKNOLOJİLERİ LİMİTED ŞİRKETİ;IOSB MH. ESKI TURGUT OZAL CD. ALTIN BAŞAKŞEHİR İSTANBUL;(212) 9637440;http://www.bayiteknoloji.com;bayiteknoloji.com;JTR - Mücevher İhracatçıları Birliği
BELBAK KUYUMCULUK VE KIYMETLİ MADENLER SANAYİ TİCARET ANONİM ŞİRKETİ;ADRES ŞEREFEFENDİ SK NO:31/A MOLLA FENARİ FATİH İSTANBUL;(212) 5127324;www.belbak.com.tr;belbak.com.tr;JTR - Mücevher İhracatçıları Birliği
BELLİ KUYUMCULUK İNŞAAT TEKSTİL TURİZM SANAYİ TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ;BİNBİRDİREK MAH. KLOD FARER CAD. EVİN İŞ HANI NO:17 D.1 FATİH İSTANBUL;(212) 5187818;http://www.belligold.com;belligold.com;JTR - Mücevher İhracatçıları Birliği
BESAY KUYUMCULUK SAN.VE TIC. LTD.STI.;EMINSINAN MAH.YENİCERİLER CAD. NO:15/5 ÇEMBERLİTAŞ FATİH İSTANBUL;(212) 5168954;www.besaygold.com;besaygold.com;JTR - Mücevher İhracatçıları Birliği
BİROS KUYUMCULUK LİMİTED ŞİRKETİ;NURUOSMANIYE CAD. ÖZAYDIN İSHANINO.37-201 FATİH İSTANBUL;;www.biros.com.tr;biros.com.tr;JTR - Mücevher İhracatçıları Birliği
BOĞAZİÇİ HEDİYELİK EŞYA VE EL SANATLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;MERKEZ MAH. 29 EKİM CAD. NO:55 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6397205;www.goldenlinejew.com;goldenlinejew.com;JTR - Mücevher İhracatçıları Birliği
BOSA KUYUMCULUK KALIP VE DIŞ TİCARET LİMİTED ŞİRKETİ;EMİN SİNAN MAH. EVKAF SOK. N0.13 1B FATİH İSTANBUL;(212) 5116452;www.bosadesign.com;bosadesign.com;JTR - Mücevher İhracatçıları Birliği
BULUNMAZ KUYUMCULUK YAY.GOS.SANATLARI SAN. VE TIC.LTD.STI.;BİNBİRDİREK MAH. GEDİKPAŞA CAMİ SOK. NO:51/A EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5134732;www.bulunmaz.com;bulunmaz.com;JTR - Mücevher İhracatçıları Birliği
BY TUĞÇE OSMANLI TAKI BİJUTERİ SANAYİ VE TİCARET LTD.ŞTİ;MERCAN MAHALLESİ NARGİLECİ SOKAK NO:4/1 FATİH İSTANBUL;(212) 2211121;www.osmanlitaki.com;osmanlitaki.com;JTR - Mücevher İhracatçıları Birliği
BYTEK DÜĞÜN EKİPMANLARI SANAYİ VE DIŞ TİCARET ANONİM ŞİRKETİ;MAHMUTBEY MAH 2421 SK İSTOÇ 5 ADA NO:66 BAĞCILAR İSTANBUL;(212) 5515511;www.bytek.com.tr;bytek.com.tr;JTR - Mücevher İhracatçıları Birliği
CENTUAR GIDA İLAÇ KOZMETİK VE KUYUMCULUK SAN TİC.A.Ş;FERHATPAŞA MAHALLESİ 22.SOKAK NO:27/A ATAŞEHİR İSTANBUL;;www.centuar.com.tr;centuar.com.tr;JTR - Mücevher İhracatçıları Birliği
CETAŞ KUYUMCULUK İMALAT İHRACAT İTHALAT VE DAHİLİ TİCARET LİMİTED ŞİRKETİ;NURUOSMANIYE CAD.30CAĞALOĞLU FATİH İSTANBUL;(212) 6030770;www.cetasjewelery;cetasjewelery;JTR - Mücevher İhracatçıları Birliği
CEVHERUN MÜCEVHERAT SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;EMİNSİNAN MAH. YENİÇERİLER CAD. NO:11 K:2/304 FATİH İSTANBUL;(212) 5119134;www.cevherun.com;cevherun.com;JTR - Mücevher İhracatçıları Birliği
CODİA DİAMOND MÜCEVHERAT LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. TÜRKOCAĞI CAD. NO:3 K:4 D:302 CAĞALOĞLU FATİH İSTANBUL;(212) 5200623;https://codiadiamond.com/;codiadiamond.com;JTR - Mücevher İhracatçıları Birliği
COŞKUN KAUÇUK SAN. VE TİC. A.Ş.;İKİTELLİ OR. SAN. BÖL. MUTFAKÇILARSİT. 8 BLK. NO.43-45 İKİTELLİ BAŞAKŞEHİR İSTANBUL;(212) 6716490;www.coskunkaucuk.com.tr;coskunkaucuk.com.tr;JTR - Mücevher İhracatçıları Birliği
COŞKUN MELENGİÇ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MİMAR KEMALLETTİN MAH. ŞAİR HAŞMET SOK. NO.16/A EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5168383;www.diamondgold.com.tr;diamondgold.com.tr;JTR - Mücevher İhracatçıları Birliği
CSF KUYUMCULUK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. KÜRKCÜLER PAZARI SOK.NO.27 ÇEMBERLİTAŞ EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5220450;www.csfsilver.com;csfsilver.com;JTR - Mücevher İhracatçıları Birliği
ÇAĞBERK LOJİSTİK PAZARLAMA İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;BAHÇEŞEHİR 2 KISIM MH MERCEDES BULVARI 2 BLOK NO:24B/78 BAŞAKŞEHİR İSTANBUL;(212) 6384807;www.cagatay.com.tr;cagatay.com.tr;JTR - Mücevher İhracatçıları Birliği
ÇAĞLAR ARTEK KUYUMCULUK LİMİTED ŞİRKETİ;BASIN EKSPRES YOLU 29 EKİM CAD. 6. SOK. KUYUMCUKENT K.2 NO.24 YENİBOSNA BAHÇELİEVLER İSTANBUL;;www.artekgold.com;artekgold.com;JTR - Mücevher İhracatçıları Birliği
ÇAKMAKÇI KIYMETLİ MADENLER SANAYİ TİCARET ANONİM ŞİRKETİ;MOLLA FENARİ MAH.NUR-U OSMANİYE CAD.NO:58A FATİH İSTANBUL;(216) 0000000;http://www.cakmakcikiymetlimadenler.com/;cakmakcikiymetlimadenler.com;JTR - Mücevher İhracatçıları Birliği
ÇIRAK KUYUMCULUK-TEKS. SAN. VE TİC. AŞ;BABIALİ CAD. NO:5 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5141114;www.matis.com.tr;matis.com.tr;JTR - Mücevher İhracatçıları Birliği
ÇMT ZİNCİR KUYUMCULUK VE TARIM SANAYİ TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. MESİH MEHMETPAŞA SOK.NO:2/A EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5200753;www.cmtzincir.com;cmtzincir.com;JTR - Mücevher İhracatçıları Birliği
DAFNE KUYUMCULUK TİCARET VE SANAYİ LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. 29 EKİM CAD.KUYUMCUKENT ATÖLYE BLOĞU 1.KAT 11 SOK.NO:4 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030198;www.dafnedesing.com;dafnedesing.com;JTR - Mücevher İhracatçıları Birliği
DELTA TRADE COMPANY SAĞLIK ANONİM ŞİRKETİ;BAŞAKŞEHİR - İKİTELLİ - ATATÜRK BULVARI NO. 72 BAŞAKŞEHİR İSTANBUL;(212) 2215700;www.delta-trade-company.com;delta-trade-company.com;JTR - Mücevher İhracatçıları Birliği
DEMİR BİJUTERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TAHTAKALE MAHALLESİ. YAVAŞÇA ŞAHİN SOKAK. NO:7 EMİNÖNÜ / FATİH / İSTANBUL TAHTAKALE 34104 FATİH, İST EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5194019;www.demirbijuteri.com;demirbijuteri.com;JTR - Mücevher İhracatçıları Birliği
DESTINY UNIVERSAL KİMYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;CADDEBOSTAN MAH. OPERATÖR CEMİL TOPUZLU CAD. SUZANAP. NO: 75 İÇ KAPI NO: 4 KADIKÖY İSTANBUL;(216) 7556747;http://ceo@destinyuniversal.com;ceo@destinyuniversal.com;JTR - Mücevher İhracatçıları Birliği
DEVA KUYUMCULUK SANAYI VE TIC. LTD.STI.;KUYUMCUKENT ATÖLYE BLOĞU 2.KAT 5. SOK. NO:25 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6030056;www.devagold.com;devagold.com;JTR - Mücevher İhracatçıları Birliği
DİAZ MÜCEVHER SANAYİ VE TİCARET ANONİM ŞİRKETİ;BAB-I ALİ CADDESİ NO:15/1 MOLLAFENARİ 34080 FATİH, İSTANBUL, TÜRKİYE FATİH İSTANBUL;;www.diaz.com.tr;diaz.com.tr;JTR - Mücevher İhracatçıları Birliği
DİLMENER KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;VEZİRHAN CAD. NURUOSMANİYE MAH.ŞEREF HAN NO:96 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5262746;www.dilmener.com;dilmener.com;JTR - Mücevher İhracatçıları Birliği
DİRİLİŞ TAKI MAĞAZACILIK SANAYİ TİCARET LİMİTED ŞİRKETİ;KÜRKÇÜLER PAZ. SOKAK KERİM HAN BLOK NO:25B FATİH-İSTANBUL MOLLA FENARİ MAHALLEİS 34080 FATİH, İSTANB FATİH İSTANBUL;(212) 5110580;http://www.dirilistaki.com;dirilistaki.com;JTR - Mücevher İhracatçıları Birliği
