firma_adi;adres;telefon;website;domain;birlik
FELLOW ENERJİ ANONİM ŞİRKETİ;BAŞPINAR ORG. SAN. BÖLGESİ OSB 2.BÖLGE 83221 NOLU CD. NO:28 ŞEHİTKAMİL GAZİANTEP;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELECTRICFIL ÜNİFİL OTOMOTİV SAN. VE TİC. A.Ş.;YUKARI DUDULLU O.S.B. 3. CAD. NO:11 ÜMRANİYE İSTANBUL;02164206800;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET ANONİM ŞİRKETİ;EMEK MAH. ASİROGLU CAD. NO:147 DARICA KOCAELİ;(262) 6766600;www.sarkuysan.com;sarkuysan.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
2M KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;SANCAKTEPE MAH.KLAS SOK. NO:8 K:2 SİLİVRİ İSTANBUL;(212) 2228250;www.2mkablo.com;2mkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ZEYTİNDALI ELEKTRİK ENERJİSİ TEDARİK TOPTAN SATIŞ SAN. VE TİC. A.Ş.;MASLAK MAHALLESİ BİLİM SK. SUN PLAZA APT. NO: 5 SARIYER İSTANBUL;(212) 2761280;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
GÜNSAN ELEKTRİK MALZEMELERİ SAN.VE TİC. A.Ş.;OSMANGAZI MAH. YILDIRIM BEYAZIT CD. N:29 SANCAKTEPE İSTANBUL;(216) 5617480;www.gunsanelectric.com;gunsanelectric.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
WAT MOTOR SANAYİ VE TİCARET ANONİM ŞİRKETİ;KARAAĞAÇ MAH. 8 SOKAK, NO:4 A/2 ÇERKEZKÖY TEKİRDAĞ;(212) 3143434;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
E.G.O. ELEKTRİKLİ ALETLER SAN. AŞ;ERGENE 1 O.S.B. VAKIFLAR OSB MAH. İSTANBUL CAD. NO:11/A ERGENE TEKİRDAĞ TEKİRDAĞ;(282) 6846800;www.egoproducts.com.tr;egoproducts.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALCE ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;RAMAZANOĞLU MAH. TRANSTEK CAD.NO:6 ŞEYHLİ ŞEYHLİ PENDİK İSTANBUL;(216) 5854200;www.alce-elektrik.com.tr;alce-elektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
MUTLU AKÜ VE MALZEMELERİ SANAYİ A.Ş.;TEPEÖREN MAH. ESKİ ANKARA YOLU CAD. NO: 210 TUZLA İSTANBUL;(212) 5816200;www.mutlu.com.tr;mutlu.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ATLAS TRF ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANİZE SAN.BÖLGESİ MAH.5 CAD.NO:3 TORBALI İZMİR;(232) 8641133;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
DE-KA ELEKTROTEKNİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;AKSE MAH. FEVZİ ÇAKMAK CAD. NO:140 ÇAYIROVA KOCAELİ;(262) 7436060;www.de-ka.com;de-ka.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜNİKA ÜNİVERSAL KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;LEVENT MAH.YENİ SÜLÜN SOK.N:5 BEŞİKTAŞ İSTANBUL;(212) 2782353;www.unika.com.tr;unika.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BORUSAN MAKİNA VE GÜÇ SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;ANKARA ASFALTI NO:71 ÇAYIROVA GEBZE KOCAELİ;(212) 3935500;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ORKOM MADENCİLİK A.Ş.;AHİ EVRAN ORGANİZE SANAYİ BÖL.MAH. NAHÇİVAN CAD. NO:11 SİNCAN ANKARA;(312) 2676080;www.mnggold.com;mnggold.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
PANASONIC ELEKTRİC WORKS ELEKTRİK SAN VE TİC. A.Ş;ABDURRAHMAN GAZI MAH EBUBEKIRCAD NO.44 SANCAKTEPE İSTANBUL;(216) 5645555;lstr.panasonic.com;lstr.panasonic.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ESAN AKÜMÜLATÖR VE MALZEMELERİ SANAYİ TİCARET ANONİM ŞİRKETİ;DİLOVASI OSB 4.KISIM D-4011 SK N:7 GEBZE KOCAELİ;(262) 5021740;www.esanaku.com;esanaku.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SONMEZ TRANSFORMATOR SAN.VE TIC.A.S.;İSTASYON MAH. 1495/1 SOK. NO.2 GEBZE KOCAELİ;(262) 6555450;www.sonmeztrafo.com.tr;sonmeztrafo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ETABİR BİRTAŞ KABLO SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ŞAIR ZIYAPAŞA YOKUŞU BANKALAR CAD. TOPÇUOĞLU HAN. NO: 42TOPÇUOĞLU HAN. NO: 42 BEYOĞLU İSTANBUL;02122931664;www.etabirkablo.com;etabirkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜNKA KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;SARAY MAH. AHMET TEVFİK İLERİ CAD.NO.16/4 ÜMRANİYE İSTANBUL;02166341440;www.unkakablo.com.tr;unkakablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
KASTRO KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;TERAZİDERE MAH. GÜNEŞ TEL SOK. NO:5 BAYRAMPAŞA İSTANBUL;(212) 2200100;www.kastrokablo.com;kastrokablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.;ORUÇREİS MAH.TEKSTİLKENT CAD.12-B/154 ESENLER İSTANBUL;(212) 6592441;www.kontrolmatik.com;kontrolmatik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
KABEL KABLO ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANIZE SANAYI BOLGESI 11.CADZEYTINOGLU BULVARI N:19 Merkez ESKİŞEHİR;(222) 2360087;www.endel.com.tr;endel.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
VİANET TELEKOMÜNİKASYON İLETİŞİM HİZMETLERİ VE TİCARET ANONİM ŞİRKETİ;OSMANGAZİ MAH. MÜSTESNA SK.NO:37 SAMANDIRA SAMANDIRA SANCAKTEPE İSTANBUL;(216) 3119295;www.vianet.com;vianet.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ESİTAŞ ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANİZE SANAYİ BÖLGESİ MAH.5. CAD.NO:23A DİLOVASI KOCAELİ;(216) 3043270;www.esitas.com;esitas.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
AXPO TURKEY ENERJİ A.Ş.;AYTAR CAD. FECRİ EBCİOGLU SOK. RSD OFİS NO:4 KAT:2 34330 BEŞİKTAŞ BEŞİKTAŞ İSTANBUL;(212) 2699080;https://www.axpo.com/tr/en/about-us.html;axpo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
APPLE TEKNOLOJİ VE SATIŞ LTD.ŞTİ;FSM MAH.POLİGON CAD.BÜYÜKA S ST.NO:8 BLOK NO:2 CBLOK K:18 ÜMRANİYE İSTANBUL;(212) 2881812;www.apple.com.tr;apple.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
VİTOL ENERJİ A .Ş.;İMRAHOR CAD.KERVANSARAY SOK.NO:30/5 ÖRNEKTEPE BEYOĞLU İSTANBUL;(212) 2209010;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARKEL ELEKTRİK ELEKTRONİK SAN. VE TİC. A.Ş.;EYÜP SULTAN MAH ŞAH CİHAN CAD N:69/B SANCAKTEPE İSTANBUL;(216) 5406724;www.arkel.com.tr;arkel.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
GÜÇBİR JENERATÖR SANAYİ VE TİCARET ANONİM ŞİRKETİ;ŞERİFALİ MAH. TAVUKÇUYOLU CAD. NO: 200 ÜMRANİYE İSTANBUL;(216) 3127979;www.gucbirjenerator.com;gucbirjenerator.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
EKOS TEKNOLOJİ VE ELEKTRİK ANONİM ŞİRKETİ;GAZIOSMANPAŞA OSB MAHALLESI 7. CADDE EKOSINERJI BLOK NO:17-19 A IÇ KAPI NO:1 ALTIEYLÜL BALIKESİR;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
FESTO SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYDINLI İSTANBUL ANADOLU YAKASI ORGANİZE SANAYİ BÖLGESİ MAHALLESİ ÜNİVERSİTE CADDESİ NO:45 AYDINLI TUZLA İSTANBUL;(216) 5850003;www.festo.com.tr;festo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BAYSAN İTHALAT İHRACAT TİC. A.Ş.;UZUNBEY MAH. CUMHİRİYET CAD. NO:64 KARTEPE KOCAELİ;(262) 3716141;www.baysankazan.com;baysankazan.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
WELLSPECT MEDİKAL SANAYİ VE TİCARET ANONİM ŞİRKETİ;FATİH MAHALLESİ 3105 CAD. NO:8 KAHRAMANKAZAN ANKARA;03128154624;www.oasismedikal.com;oasismedikal.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SANKA SANAYI KABLOLARI A.S.;İ.O.S.B.METAL İŞ SAN.SİT. 16 BLOKN:5/7 BAŞAKŞEHİR İSTANBUL;(212) 2681853;www.sankakablo.com.tr;sankakablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
AKS ELEKTROMEKANIK SAN. VE TIC A.S.;YILDIRIM BEYAZIT OSB MAH. SANAYİ BULVARI NO:112/A ÇERKEZKÖY TEKİRDAĞ;;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÖZLER KABLO İÇ VE DIŞ TİCARET SANAYİ ANONİM ŞİRKETİ;PELİTLİ MAH YENİ MEZARLIK YOLU CADN:46 GEBZE KOCAELİ;(262) 7515200;www.ozlerkablo.com.tr;ozlerkablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
REÇBER KABLO ANONİM ŞİRKETİ;TÜRKGÜCÜ KÖYÜ YOLU ÜZERİYILMAZ ALPASLAN CAD.4.KM N:73 ARNAVUTKÖY İSTANBUL;(212) 7742323;www.recber.com.tr;recber.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALFANAR DIS TICARET ANONIM SIRKETI;AHI EVRAN OSB MAH. OGUZ CAD. NO: 52 IÇ KAPI NO: 1 SİNCAN ANKARA;(312) 2671576;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ADA İLETKEN KABLO SANAYİ ANONİM ŞİRKETİ;ÇERKEŞLİ O.OB. İMES2 8 CAD. NO:21 DİLOVASI KOCAELİ;(262) 5021175;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARKEN JENERATÖR ANONİM ŞİRKETİ;HARAÇCI MAH. DOLMABAHÇE CAD. N:22KOBİ İŞ MER NO:51/2 ARNAVUTKÖY İSTANBUL;(212) 4240275;www.arkenjenerator.com;arkenjenerator.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
GESBEY ENERJİ TÜRBİNİ KULE ÜRETİMİ SAN.VE TİC.A.Ş.;BANDIRMA OSB BUĞDAĞLI KÖYÜTAŞTEPE MEVKİİ 2. CAD. NO:5 GÖNEN BALIKESİR;(266) 7110500;www.gri.com.es;gri.com.es;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELİN ELEKTRİK İNŞAAT MÜŞAVİRLİK PROJE TAAHHÜT TİCARET VE SANAYİ ANONİM ŞİRKETİ;ÜMİT MAH. 2535. SOK. NO 1 ÜMİTKÖY ÇANKAYA ANKARA;(312) 2353838;www.elin.com.tr;elin.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARMA FİLTRE SİSTEMLERİ SAN. VE TİC. A. Ş.;SAKARYA 1.ORGANİZE SANAYİ BÖLGESİ NO:13 ARİFİYE SAKARYA;(264) 2769010;www.armafiltre.com.tr;armafiltre.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
TURKOSAN İTHALAT İHRACAT SAN. VE TİC. A.Ş.;ARSLANBEY O.S.B.MAH.6.SOK.N:9 KARTEPE KOCAELİ;(262) 3512477;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
TEKPAN TEKNİK ELEKTRİK KUMANDA PANO SAN.VE TURİZM TİC. A.Ş.;HALİLBEYLİ OSB MH PARSA CD NO.2/1 BAĞYURDU OSB 35730 KEMALPAŞA KEMALPAŞA İZMİR;(232) 8771877;www.tekpan.com.tr;tekpan.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
NORDEX ENERJİ ANONİM ŞİRKETİ;HAVALİMANI KAV.BUSİNESS PARK BLBOKLARI KAT:15NO:451-452-453 YEŞİLKÖY BAKIRKÖY İSTANBUL;(212) 4683735;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
COIL PARTNERS BOBİNAJ SAN. VE TİC. A.Ş.;OSMANGAZI MH.CEYHAN CD.NO:23 ÜMRANİYE İSTANBUL;;www.coilpartners.com;coilpartners.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
LANDE ELEKTRİK DIŞ TİCARET A.Ş.;MERVE MAHALLESİ GAZİ CADDESİ NO : 17 YENİDOĞAN SANCAKTEPE İSTANBUL;(216) 3122653;www.lande.com.tr;lande.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
CORNING OPTİK İLETİŞİM SAN. LTD. ŞTİ.;GEBZE ORG.SAN.BOLG. TEMBELOVA MEVKİİ GENÇLİK CAD. NO:3003 GEBZE KOCAELİ;(262) 6737000;www.corning.com;corning.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SOLEN KABLO SAN.VE TİC.A.Ş.;TERSANE CAD.ARAP KAYYUM SOK.NO:23 ASA KAYNAK. BEYOĞLU İSTANBUL;(212) 2438302;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.;ESENTEPE MAH. KELEBEK SK. MARMARA KULE SİTESİ B-BLOK NO: 2/1 KARTAL/İSTANBUL TURKEY 34870 KARTAL, İS KARTAL İSTANBUL;02164942676;www.yeo.com.tr;yeo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BİRİKİM KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;AKÇABURGAZ MAH.3109.SOKAK NO:3/3 ESENYURT İSTANBUL;(212) 6729224;www.birikimkablo.com;birikimkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BAŞOĞLU KABLO VE PROFİL SANAYİ VE TİCARET ANONİM ŞİRKETİ;İÇERENKÖYYOLU CAD. KEYAP SAN.SIT. E-2 BLOK NO:82 YUKARIDUDULLU ÜMRANİYE İSTANBUL;02164205940;www.basoglukablo.com;basoglukablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SIEMENS HEALTHCARE SAĞLIK A.Ş.;ESENTEPE MAH.YAKACIK CAD.N:111 KARTAL İSTANBUL;(216) 4592372;www.healthcare.siemens.com;healthcare.siemens.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELTE PANO ELEKTRİK MAK. METAL MUHENDİSLİK SANAYİ VE TICARET LİMİTED ŞİRKETİ;İSTANBUL DERİ ORGANİZE SANAYİ BÖL. GÜDERİ CAD. (7A YOLU) P1 ÖZEL PARSEL NO:16 TUZLA İSTANBUL;(216) 4840666;www.eltepano.com;eltepano.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELAN ENERGY GLOBAL ELEKTRİK YATIRIMLARI ANONİM ŞİRKETİ;FATİH SULTAN MEHMET MAH.POLİGON CAD. NO:94 BUYAKA 2 SİTESİ 3 NOLU BLOK DAİRE:79 ÜMRANİYE İSTANBUL;(216) 0000000;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÖREN KABLO ANONİM ŞİRKETİ;PERPA TIC.MERK.ELEKTROKENT A BLOK 2.KAT NO.9023 HALİLRIFATPAŞA MAH Ş ŞİŞLİ İSTANBUL;(212) 7343792;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
LEGRAND ELEKTRİK SANAYİ ANONİM ŞİRKETİ;İHSAN DEDE CAD. GOSB 100.CAD.NO.112 GEBZE KOCAELİ;(262) 7511258;www.legrand.com.tr;legrand.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
EMEK İNOVATİF ELEKTRİK VE ELEKTRONİK TEKNOLOJİLERİ SANAYİ TİCARET ANONİM ŞİRKETİ;FATİH SULTAN MEHMET MAH.AHESTE SK. NO:7 D.26 ÜMRANİYE / İSTANBUL ÜMRANİYE İSTANBUL;(216) 6129365;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
SCHNEIDER ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEFNE SOKAK NO:3 BÜYÜKHANLI PLAZA KÜÇÜKBAKKALKÖY ATAŞEHİR İSTANBUL;(216) 6558888;www.schneider-electric.com;schneider-electric.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
TUMPA ELEKTRİK MALZEMELERİ TİCARET VE PAZARLAMA A.Ş.;EVLİYA ÇELEBİ MAH. MEŞRUTİYET CAD. İŞ HAN APARTMANI NO:66/A BEYOĞLU İSTANBUL;(212) 2569405;www.tumpaelektrik.com.tr;tumpaelektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
HATKO TEKNİK DONANIMLAR MÜMESSİLLİK VE TİC. AŞ;VİŞNEZADE MAH. ACISU SK. NO:15 BEŞİKTAŞ İSTANBUL;(212) 2589983;www.hatko.com;hatko.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
DT MÜHENDİSLİK VE TAAHHÜT ANONİM ŞİRKETİ;ŞERİF ALİ MAHALLESİ BAŞER SOKAK NO:30/32 ÜMRANİYE İSTANBUL;(216) 5275212;www.dnt-group.com;dnt-group.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ZELİSKO ELEKTRİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ARİFBEY MAH. ÇAVUŞ SOK. NO:14ARİFBEY 54580 ARİFİYE, SAKARYA, ARİFİYE SAKARYA;(264) 8880050;;;TET - Elektrik ve Elektronik İhracatçıları Birliği
