FirmaAdi;WebSitesi;Domain;Email
"BES MÜHENDİSLİK MÜŞAVİRLİK TİCARET LTD. ŞTİ.";"https://www.besmuhendislik.com.tr";"besmuhendislik.com.tr";""
"BESTEK İNŞAAT ELEKTRONİK TEKSTİL GIDA KİMYA İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"BETA İŞ MAKİNALARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.beta-mix.com.tr";"beta-mix.com.tr";""
"BETON TEKN.BETON MAKİNALARI SANAYİ TİCARET TAAHHÜT İTHALAT İHRACAT LTD.ŞTİ.";"https://www.betonteknik.com";"betonteknik.com";""
"BEYAZGRUP SAĞLIK ÜRÜNLERİ İMALAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.beyazgrup.org";"beyazgrup.org";""
"BİOLAB LABORATUVAR CİHAZLARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.biolab.com.tr";"biolab.com.tr";""
"BİR-ER ELEKTRİK SİSTEMLERİ YAPIM MÜHENDİSLİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.birerelektrik.com";"birerelektrik.com";""
"BİRİKİM MÜHENDİSLİK VE ENDÜSTRİYEL YÜKLENİM A.Ş.";"https://www.birikimmuhendislik.com.tr";"birikimmuhendislik.com.tr";""
"BİTE BİLİŞİM TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.";"https://www.bite.com.tr";"bite.com.tr";""
"BMS SAVUNMA TEKNOLOJİLERİ A.Ş.";"https://www.bmsdefence.com";"bmsdefence.com";""
"BOLTAŞ METAL SANAYİ VE TİCARET A.Ş.";"https://www.boltasmetal.com.tr";"boltasmetal.com.tr";""
"BONETA İTHALAT İHRACAT A.Ş.";"https://www.boneta.com.tr";"boneta.com.tr";""
"BORAN ÇELİK DÖKÜM SANAYİ VE TİCARET A.Ş.";"https://www.borancelik.com.tr";"borancelik.com.tr";""
"BOZ TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.";"https://www.boztibbi.com";"boztibbi.com";""
"BOZDAĞ MÜHENDİSLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.bozdag.com.tr/";"bozdag.com.tr";""
"BRONZ OTOMOTİV SANAYİ VE DIŞ TİCARET A.Ş.";"https://www.bronzotomotiv.com";"bronzotomotiv.com";""
"BSİ AYDINLATMA SANAYİ VE TİCARET A.Ş.";"https://www.bsilighting.com";"bsilighting.com";""
"BUTA TOBACCO TÜTÜN ÜRÜNLERİ TOPTAN PERAKENDE İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"BÜLBÜLOĞLU VİNÇ SANAYİ VE TİCARET A.Ş.";"https://www.bvs.com.tr";"bvs.com.tr";""
"BÜNYAMİN ATILGAN";"";"";""
"BY TOHUM ÜRETİM DANIŞMANLIK SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"C.C. MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ccmakina.com";"ccmakina.com";""
"CAPSSUN PLASTİK YALITIM VE KİMYA SANAYİ A.Ş.";"https://www.capssun.com";"capssun.com";""
"CEYLAN GRUP METAL OKSİT KİMYA ÜRETİM MAKİNE HURDA İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.ceylangrypmetal.com/";"ceylangrypmetal.com";""
"CORPUS VAC VAKUM SİSTEMLERİ SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.corpusvac.com";"corpusvac.com";""
"COUGAR SONDAJ HİZMETLERİ TİC. VE SAN. LTD. ŞTİ.";"https://www.cougards.com";"cougards.com";""
"CRM MAKİNA SANAYİ VE TİCARET A.Ş.";"";"";""
"CSAN SAVUNMA ENERJİ A.Ş.";"";"";""
"ÇAĞAN RULO KAĞITÇILIK AMBALAJ İNŞAAT TURİZM SANAYİ VE TİCARET A.Ş.";"https://caganrulo.com.tr";"caganrulo.com.tr";""
"ÇAĞRI DÖKÜM MAKİNA HIRDAVAT İNŞAAT OTOMOTİV SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ÇELMAKSAN ENDÜSTRİ MAKİNA A.Ş.";"http://www.celmaksan.com/";"celmaksan.com";""
"DEFNE OPTİK SAC LEVHA KESME VE BÜKME İNŞAAT İNŞAAT MALZEMELERİ TURİZM TAAHHÜT SANAYİ VE TİCARET LTD.";"";"";""
"DEMİRCAN İNŞAAT ELEKTRİK MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.demircanins.com.tr";"demircanins.com.tr";""
"DEMİRTAŞ TEKNOLOJİ LTD.ŞTİ.";"https://www.detechimplant.com";"detechimplant.com";""
"DENEYİM MASCHINENBAU MAKİNA SANAYİ DIŞ TİCARET LTD.ŞTİ.";"";"";""
"DEREKIŞLA ET, ET ÜRÜNLERİ BESİCİLİK GIDA İNŞAAT VE TEKSTİL TİCARET LTD.ŞTİ.";"";"";""
"DİMSA PLASTİK ELEKTRİK MAKİNA İNŞAAT TURİZM MEDİKAL SANAYİ VE TİCARET LTD. ŞTİ.";"http://www.dimsaplastik.com.tr/";"dimsaplastik.com.tr";""
"DİZAYN DEMİRYOLU RAYLI SİSTEMLER MAKİNA SANAYİ TİCARET A.Ş.";"https://www.dizayndemiryolu.com";"dizayndemiryolu.com";""
"DK MAKİNA GERİ DÖNÜŞÜM TEKNOLOJİLERİ MÜHENDİSLİK KİMYA SANAYİ TİCARET LTD.ŞTİ.";"https://www.enoven.com.tr";"enoven.com.tr";""
"DMT MODÜLER VE PREFABRİK YAPILAR İNŞAAT SANAYİ VE TİCARET A.Ş.";"https://www.dmtprefabrikcom";"dmtprefabrikcom";""
"DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.";"https://www.doferdemir.com";"doferdemir.com";""
"DOĞAN CONTA SANAYİ VE TİCARET A.Ş.";"https://www.doganconta.com";"doganconta.com";""
"DOĞAN YILDIZ MAKİNE OTOMOTİV ENDÜSTRİ A.Ş.";"https://www.doganyildiz.com";"doganyildiz.com";""
"DOĞRU TEMİZLİK GIDA İŞ GÜVENLİĞİ TEKSTİL VE İNŞAAT MALZEMELERİ İÇ VE DIŞ TİCARET LTD. ŞTİ.";"https://www.dogrutemizlik.com.tr";"dogrutemizlik.com.tr";""
"DORA OTOMOTİV CAM SANAYİ VE TİCARET A.Ş.";"https://www.doraglass.com";"doraglass.com";""
"DOTUS WORKS STRATEJİ VE İLETİŞİM DANIŞMANLIĞI TİCARET LTD. ŞTİ.";"";"";""
"DÖĞER İŞ MAKİNALARI LTD. ŞTİ.";"http://www.dogermakina.com/";"dogermakina.com";""
"DÖKERLER DÖKÜM PLASTİK VE POLİETİLEN SANAYİ İTHALAT İHRACAT VE TİCARET LTD. ŞTİ.";"https://www.dokerler.com";"dokerler.com";""
"DÖKSAN ISIL İŞLEM VE ARGE MERKEZİ A.Ş.";"https://www.doksanisilislem.com";"doksanisilislem.com";""
"DUYSEL MAKİNE MÜHENDİSLİK İNŞAAT ENERJİ METAL DEMİR ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"EBRA ELEKTRİK A.Ş.";"https://www.ebrebosio.com.tr";"ebrebosio.com.tr";""
"EBRU YEMEK HİZMETLERİ GIDA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ebruyemek.com/";"ebruyemek.com";""
"ECEM SILA YANAR";"";"";""
"ECSMT MAKİNA EKİPMANLARI İTHALAT İHRACAT SANAYİ VE LTD.ŞTİ.";"http://www.ecsmt.com.tr/";"ecsmt.com.tr";""
"EDİRNE SERVİS VE OTOMOTİV A.Ş.";"";"";""
"EGEMEN CATERING GIDA BESİCİLİK TURİZM VE İNŞAAT TİCARET LTD. ŞTİ.";"https://www.egemencatering.com.tr";"egemencatering.com.tr";""
"EKİN METAL SANAYİ VE TİCARET A.Ş.";"";"";""
"EKO DİJİTAL BASKI MERKEZİ REKLAM PROMOSYON İTHALAT İHRACAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ekobaskimerkezi.com";"ekobaskimerkezi.com";""
"EKO KAYNAK VE MAKİNA TEKNOLOJİLERİ A.Ş.";"https://www.ekokaynak.com";"ekokaynak.com";""
"EKOL GRUP MAKİNA İMALAT MODEL DÖKÜM İNŞAAT İHRACAT SANAYİ TİCARET LTD.ŞTİ.";"http://ekoldokum.com/";"ekoldokum.com";""
"EKT ENERJİ DANIŞMANLIK MAKİNA İNŞAAT TAAHHÜT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.ektenerji.com";"ektenerji.com";""
"ELEKTROSONİK AKUSTİK SİSTEMLER SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.elektrosonik.com.tr";"elektrosonik.com.tr";""
"ELİN ELEKTRİK İNŞAAT MÜŞAVİRLİK PROJE TAAHHÜT TİCARET VE SANAYİ A.Ş.";"https://www.elin.com.tr";"elin.com.tr";""
"ELİT ANADOLU GIDA DAĞITIM LTD.ŞTİ.";"";"";""
"ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.";"https://www.elitenaturel.com";"elitenaturel.com";""
"EMA AĞIR NAKLİYAT LOJİSTİK HİZMETLERİ İNŞAAT HAFRİYAT HIRDAVAT ÇELİK SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.emasanayi.com";"emasanayi.com";""
"EMSAŞ GRUP İNŞAAT TURİZM TİCARET VE SANAYİ A.Ş.";"https://www.emsas.com.tr";"emsas.com.tr";""
"ENDER ARGE ELEKTRONİK YAZILIM MAKİNE SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.enderarge.com";"enderarge.com";""
"ENORA FİLTRASYON MÜHENDİSLİK İNŞAAT ENERJİ GIDA TURİZM SANAYİ VE TİCARET A.Ş.";"https://www.enora.com.tr";"enora.com.tr";""
"EPWS MAKİNA SANAYİ VE TİCARET A.Ş.";"https://www.epws.com.tr";"epws.com.tr";""
"ERC SİSTEM ELEKTRİK MAKİNA İMALAT TAAHHÜT SANAYİ VE TİCARET A.Ş.";"";"";""
"EREN MAKİNE VE PLASTİK SANAYİ TİCARET A.Ş. ANKARA ŞUBESİ";"https://https:egpas.com";"https:egpas.com";""
"ERGÜN ORGANİZE MAKİNA VE HIRDAVAT SANAYİ TİCARET LTD.ŞTİ.";"";"";""
"ERKAN ELEKTROMEKANİK MALZEMELER ELEKTRİK MÜHENDİSLİK TAAHHÜT İTHALAT İHRACAT SANAYİ VE TİCARET A.Ş.";"";"";""
"ERKAN MAKİNA METAL VE TEKNİK TİCARET İTHALAT İHRACAT LTD. ŞTİ.";"";"";""
"ERÖZGÜN MAKİNA LTD.ŞTİ.";"https://www.erozgun.com.tr";"erozgun.com.tr";""
"ERPA ORMAN VE SANAYİ ÜRÜNLERİ İMALAT TAAHHÜT PAZARLAMA LTD. ŞTİ.";"https://www.erpasan.com";"erpasan.com";""
"ERS KAUÇUK RULMAN SANAYİ VE TİCARET LTD.ŞTİ.";"";"";""
"ERTEM BASIM YAYIN DAĞITIM SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.ertem.com.tr";"ertem.com.tr";""
"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.erve.com.tr";"erve.com.tr";""
"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 2 ŞUBE";"https://www.erve.com.tr";"erve.com.tr";""
"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 3 ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB 4 ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"ERVE SAVUNMA MAKİNA İMALAT SANAYİ VE TİCARET LTD.ŞTİ. BAŞKENT OSB ŞUBESİ";"https://www.erve.com.tr";"erve.com.tr";""
"ETE ENERJİ TESİSLERİ ENDÜSTRİSİ SANAYİ TİCARET A.Ş.";"https://www.eteenerji.com";"eteenerji.com";""
"FABRİKA METAL ÇELİK MAKİNA İMALAT İNŞAAT SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.fabrikaenerji.com";"fabrikaenerji.com";""
"FAF DÖKÜM SANAYİ VE TİCARET A.Ş.";"https://www.fafdokum.com.tr";"fafdokum.com.tr";""
"FAİK KARAHANCI GIDA SANAYİ A.Ş.";"https://www.faikkarahancigida.com";"faikkarahancigida.com";""
"FATMA ASLANTAŞ";"";"";""
"FE DEMİR HİDROLİK PNÖMATİK SANAYİ VE TİCARET LTD. ŞTİ.";"http://fedemirhidrolik.com/";"fedemirhidrolik.com";""
"FEBA TAAHHÜT ENERJİ İNŞAAT MÜHENDİSLİK AKARYAKIT TİCARET A.Ş.";"https://www.febataahhut.com.tr";"febataahhut.com.tr";""
"FEMSAN ELEKTRİK MOTORLARI SANAYİ VE TİCARET A.Ş.";"https://www.femsan.com";"femsan.com";""
"FG GRUP SAĞLIK İNŞ.HARİTA MİMARLIK MÜH.ELEKTRONİK SAN.VE TİC. A.Ş.";"https://www.fggrup.com.tr";"fggrup.com.tr";""
"FİXA YAPI KİMYASALLARI SANAYİ VE TİCARET LTD.ŞTİ.";"https://www.fixa.com.tr";"fixa.com.tr";""
"FORCE MÜHENDİSLİK HİDROLİK MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.forcemuhendislik.com.tr";"forcemuhendislik.com.tr";""
"FREKANS TRANSFORMATÖR ENERJİ YATIRIM A.Ş.";"https://www.frekanstransformator.com.tr";"frekanstransformator.com.tr";""
"FUNTENT BİLİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.";"https://www.funtent.com.tr";"funtent.com.tr";""
"GALVASUN GALVANİZ SANAYİ VE TİCARET İTHALAT İHRACAT LTD.ŞTİ.";"";"";""
"GAYRET MAKİNA İNŞAAT SANAYİ VE TİCARET LTD. ŞTİ.";"https://www.gayretmakina.com";"gayretmakina.com";""
"GBC AGRO TARIM SAN. VE TİC. LTD. ŞTİ.";"";"";""
"GENÇLER GRUP METAL SANAYİ A.Ş.";"";"";""
"GENERAL DİZEL İŞ MAKİNALARI OTOMOTİV SERVİS VE İNŞAAT TİCARET LTD.ŞTİ.";"https://www.generaldizel.com";"generaldizel.com";""
"GEOPLAS PLASTİK ZEMİN TEKNİKLERİ VE KİMYA SAN. TİC. LTD. ŞTİ.";"https://www.geoplas.com.tr";"geoplas.com.tr";""
"GLOBAL İNŞAAT ENERJİ TAAHHÜT TURİZM A.Ş.";"";"";""
