firma_adi;adres;telefon;website;domain
ABRANE PLASTİK TAR.HAYVANCILIK GIDA TUR.TEKS.İNŞ.ELEKTRİK İTH.İHR.SAN.VE TİC.A.Ş.;İSTİKLAL MH.KAZIM KARABEKİR CAD.NO:98 GÜRSU BURSA;+90 (224) 376-1213;http://www.abrane.com.tr;abrane.com.tr
ACAR İHRACAT İTHALAT TEKSTİL TİCARET VE SANAYİ A.Ş.;DOSAB ÇİĞDEM SK. NO:23 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-1860;http://www.acartextile.com.tr;acartextile.com.tr
ACARSOY TEKS.TIC.VE SAN.AŞ;DEMIRTAŞ ORGANIZE SAN.BÖL. MUSTAFA KARAER CAD. NO:14 OSMANGAZİ BURSA;+90 (224) 261-0290;http://www.acarsoy.com.tr;acarsoy.com.tr
ACARSOY İNŞAAT TEKSTİL TURİZM NAKLİYE EMLAK GIDA İHTİ. VE DAY.TÜKETİM MALL.SAN.İÇ VE DIŞ TİC.LTD.ŞT;ATATÜRK CAD. ACARHAN NO.101 ALTINOLUK ALTINOLUK EDREMİT BALIKESIR;+90 (266) 396-4024;http://www.bngardinen.net;bngardinen.net
ACD DOKUMACILIK VE DİJİTAL BASKI SAN. TİC. LTD. ŞTİ.;YUNUS EMRE MAH.2. YEL SK. NO:4 YILDIRIM BURSA;+90 (224) 361-1209;http://www.acdtekstil.com;acdtekstil.com
ACN-TR DIŞ TİCARET A.Ş.;SÜLEYMANİYEOSB MAH. 3 CAD. NO:10/1 İNEGÖL BURSA;+90 (224) 261-6130;http://http://acn.gen.tr;http
ADAK TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;AHMET VEFİK PAŞA ORGANİZE SANAYİ BÖLGESİ KARAPINAR CAD. NO.6 KESTEL BURSA;+90 (224) 331-7616;http://www.adaktekstil.com;adaktekstil.com
ADENTEKS DİZAYN TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;19 MAYIS MAH. KARANFİLLİ SOK. NO:11A YUMURTALIK BURSA;+90 (224) 244-8400;http://www.design-colors.com;design-colors.com
ADERTEKS DIŞ TİCARET LTD.ŞTİ.;DEMİRTAŞ DUMLUPINAR OSB MAH. SEMT SARDUNYA 2SK NO.11 OSMANGAZİ BURSA;+90 (224) 261-0330;http://www.aderteks.com.tr;aderteks.com.tr
ADİL UÇAR TEKSTİL SAN.VE TİC.LTD.ŞTİ;GÜRSU SANAYİ BÖLGESİ TAŞLIYOL CAD. ENGİNAR SOKAK NO.7 GÜRSU BURSA;+90 (224) 371-8310;http://www.adilucar.com;adilucar.com
ADNAN ADEM ÖZANLI - YANTEKS TEKSTİL;KÜÇÜKBALIKLI MH.SARIYER CD.NO:34 OSMANGAZİ BURSA;+90 (224) 215-0798;http://www.yanteks.com;yanteks.com
ADNAN HALİS-TANER TEKSTİL TİCARET;YUNUSEMRE MAH.AY CADDESİ NO.26 YILDIRIM BURSA;+90 (224) 000-0000;http://www.madameserenay.com;madameserenay.com
ADOKSAN KUMAŞ VE KİMYASALLARI SANAYİ TİCARET LTD.ŞTİ.;IŞIKTEPE OSB MAH. KAHVERENGİ CD. NO:17/B YUMURTALIK BURSA;+90 (224) 241-4242;http://www.adoksan.com.tr;adoksan.com.tr
ADOKSAN TEKS.SAN.VE TİC.A.Ş.;ORG.SAN.BÖL.KAHVERENGI CADDE NO.17 YUMURTALIK BURSA;+90 (224) 241-4242;http://www.adoksan.com.tr;adoksan.com.tr
ADWORLD BİLİŞİM YAZILIM ELEKTRONİK REKLAM İÇ VE DIŞ TİC. EĞİTİM GIDA SAN. VE TİC. LTD. ŞTİ.;23 NİSAN MAH. ATABULVARI CAD. GUZELL TOWER İŞ MERK KAT:13 D:50 YUMURTALIK BURSA;;http://www.adworld.com.tr;adworld.com.tr
AET TEKSTİL A.Ş.;PANAYIR MAH. 4. NİLÜFER CAD. NO:64/B OSMANGAZİ BURSA;+90 (224) 000-0000;http://www.aetfabric.com;aetfabric.com
AF AYFA TEKSTİL PAZARLAMA İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;SOĞANLI MAH. 3. MELTEM SOK. NO:31/B OSMANGAZİ BURSA;+90 (224) 000-0000;http://afayfatekstil@hs01.kep.tr;hs01.kep.tr
AGAR DIŞ TİCARET LİMİTED ŞİRKETİ;YÜZÜNCÜYIL MAH. PROF DR. ERDAL İNÖNÜ CAD. HASRETKENT D BLOK NO:59/1 YUMURTALIK BURSA;+90 (224) 000-0000;http://www.agartrade.com;agartrade.com
AGM PORT MEDİKAL TEKSTİL TURİZM İNŞAAT GIDA SANAYİ VE TİCARET LTD.ŞTİ.;SELÇUKHATUN MAH. İNÖNÜ CAD. SÖNMEZ İŞ SARAYI KAT.4/255 OSMANGAZİ BURSA;+90 (224) 220-4450;http://www.agmport.com;agmport.com
AHMET AYTI;NAMAZGAH CAD.ÇELEBI MEH.BULVA. NO.11/A YILDIRIM BURSA;+90 (224) 326-1214;http://www.aytitekstil.com;aytitekstil.com
AHMET GÜZELGÜL;GÜLBAHÇE MAH. VARDAR CAD. NO.47/A OSMANGAZİ BURSA;+90 (224) 272-3554;http://www.ahmetguzelgul.com;ahmetguzelgul.com
AHMET HAKER;YUNUSEMRE MAH. KAPTAN SOKAK NO. 13A/Z1 YILDIRIM BURSA;+90 (224) 000-0000;http://www.fabbrotekstil.com;fabbrotekstil.com
AHMET KUŞ;DUAÇINARI MAH.VIŞNE CAD.NO:136 YILDIRIM BURSA;+90 (224) 361-3769;http://www.kustekstil.com;kustekstil.com
AHTAPOT TEKSTİL İTH.İHR.SAN VE TİC LTD.ŞTİ.;ALAŞARKÖY MAH.İSTANBUL CAD.NO:630 OSMANGAZİ BURSA;+90 (224) 267-1316;http://www.ahtapottekstil.com;ahtapottekstil.com
AKAR İTHALAT İHRACAT TURİZM TİCARET VE SANAYİ A.Ş.;YENİDOĞANOSB MAH. CENGİZ TOPEL CAD. NO:4 GÜRSU BURSA;+90 (224) 371-3060;http://www.akargroup.com.tr;akargroup.com.tr
AKARCA DIŞ TİCARET A.Ş.;DEMİRTAŞ DUMLUPINAROSB MAH. ALİ OSMAN SÖNMEZ CAD. NO:27 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-2800;http://www.akarcatekstil.com;akarcatekstil.com
AKARCA TEKSTİL KONFEKSİYON SANAYİ VE TİCARET A.Ş.;DEMIRTAŞ ORG.SAN.BÖL. MUSTAFA KARAER C.GÜL S. NO:13 OSMANGAZİ BURSA;+90 (224) 261-2800;http://www.akarcatekstil.com;akarcatekstil.com
AKBAŞLAR MENSUCAT TEKSTİL İMALAT MAKİNA SANAYİ VE TİCARET LTD.ŞTİ.;ALTINOVA MAH. YENİ YALOVA YOLU CAD. NO.424/5 OFİS NO.1247 OSMANGAZİ BURSA;+90 (224) 225-3735;http://www.akbaslarmensucat.com.tr;akbaslarmensucat.com.tr
AKBAŞLAR TEKSTİL ENERJİ SAN. VE TİC. AŞ;KURTULUŞOSB MAH. ATATÜRK CAD. NO:197 GÜRSU BURSA;+90 (224) 280-2500;http://www.akbaslar.com;akbaslar.com
AKBEYAZ TEKS.KONF.SAN.TIC.LTD. ŞTI.;DUAÇINARI MAH. VİŞNE CAD. KAYABAŞI SK. NO:8 YILDIRIM BURSA;+90 (224) 360-3001;http://www.akbeyaztekstil.com;akbeyaztekstil.com
AKBEZ TEKSTIL KONFEKSIYON SAN VE TIC.LTD.ŞTI.;İRFANİYE MAH.GÖKÇEKÖY YOLU SK. NO:46 YUMURTALIK BURSA;+90 (224) 495-1320;http://www.halleytekstil.com;halleytekstil.com
AKÇAY AR-GE DERİ TEKSTİL MÜHENDİSLİK MAKİNE SAN. VE TİC. LTD. ŞTİ.;GÖRÜKLE MAH. ÜNİVERSİTE-1 CAD. ULUTEK TEKNO YAZLIM GEL. MER. ABCDEFH BLOK NO:933/119 YUMURTALIK BURSA;+90 (224) 000-0000;http://www.akcayarge.com.tr;akcayarge.com.tr
AKÇEYIZ BRODE NAKIŞ KONF. SAN.VE TIC.LTD.ŞTI;DEĞIRMEN YOLU CAD. SANAYI BÖLGESI NO 10 P.K.10 KESTEL BURSA;+22 (437) 219-8586;http://www.akceyiz.com;akceyiz.com
AKDEM TEKSTİL SAN. VE TİC.LTD.ŞTİ.;KALE MAH. KARASUOSB CAD. NO:1 KESTEL BURSA;+90 (224) 372-3690;http://www.akdemtekstil.com.tr;akdemtekstil.com.tr
AKEL GRUP TEKSTİL GIDA İNŞAAT SANAYİ TİCARET A.Ş.;KOSAB HERSEK CAD.NO.2 KESTEL BURSA;+90 (224) 331-7505;http://www.akeltekstil.com.tr;akeltekstil.com.tr
AKGÜL DOKUMA APRE BOYA İPLİK VE TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;ÇALIK HALİL MAH. 25.SK. NO.9 ÇALI YUMURTALIK BURSA;+90 (224) 482-5231;http://www.akgultekstil.com;akgultekstil.com
AKKOYUNLU TEKSTİL İNŞAAT PVC ALUMİNYUM CAM İTH. İHR. SAN. TİC. LTD. ŞTİ.;YUNUSELİ MAH. 1. BİLGE KAĞAN CAD. NO:24/B OSMANGAZİ BURSA;+90 (224) 364-2550;http://www.akkoyunlutex.com;akkoyunlutex.com
AKRİDA TEKSTİL SANAYİ İÇ VE DIŞ TİCARET LTD. ŞTİ.;YUNUSEMRE MAH. OBALAR SK. NO:5/3 DUACINAR YILDIRIM BURSA;+90 (224) 360-5554;http://www.akridatekstil.com;akridatekstil.com
AKSAKAL TEKSTIL SAN.TIC.AŞ.;KESTEL ORG.SAN.BÖL.ULUDAĞ CAD. NO:17 KESTEL BURSA;+90 (224) 372-4546;http://aksakal.com;aksakal.com
AKTAŞLAR MÜTEAHHİTLİK İNŞAAT PROJE DANIŞMANLIK MEDİKAL TUR.İÇ VE DIŞ TİC. LTD.ŞTİ.;MÜRSEL ULUÇ MH. 931. CD. NO:6/9 ÇANKAYA ANKARA;+90 (312) 000-0000;http://www.caspela.com;caspela.com
AKTÜL TEKSTİL SAN.VE TİC. A.Ş.;AHMETVEFİKPAŞA OSB MAH. DEĞİRMEN CAD. NO:4 KESTEL KESTEL BURSA;+90 (224) 372-1288;http://www.aktul.com;aktul.com
ALBA DÖŞEME PERDE EV TEKSTİLİ TİCARET LTD.ŞTİ.;NOSAB İHLAMUR CADDESI NO:26 D.1 YUMURTALIK BURSA;+90 (224) 411-0850;http://www.albatextile.com;albatextile.com
ALCAZAR PERDE TEKSTİL TURİZM GIDA İNŞAAT SAN. VE TİC. LTD. ŞTİ.;NACİ ÇAKIR MAH. DİKMEN CAD. MERCAN APT. NO:267/A DİKMEN/ORAN ÇANKAYA ANKARA;+90 (312) 481-4810;http://www.alcazarperde.com.tr;alcazarperde.com.tr
ALÇIN DOKUMA TEKSTİL SAN. VE TİC. LTD. ŞTİ.;KALE MAH. ANKARA CAD. NO:86/1 KESTEL BURSA;+90 (224) 211-8005;http://www.alcintekstil.com;alcintekstil.com
ALDEMIR TEKS.SAN.VE TIC.LTD. ŞTI.;NOSAB ATATÜRK BULVARI NO.6 YUMURTALIK BURSA;+90 (224) 411-2040;http://www.aldemirtekstil.com;aldemirtekstil.com
ALDEN KUMAŞÇILIK SANAYİ VE TİCARET LTD.ŞTİ.;YUNUSEMRE MAH. YAZILITAŞ SOKAK NO.2/B YILDIRIM BURSA;+90 (224) 362-1116;http://www.aldentekstil.com;aldentekstil.com
ALDERATEKS TEKSTİL SANAYİ VE TİCARET LTD. ŞTİ.;DEMİRTAŞ CUMHURİYET MAH. KURTULUŞ CAD. A NO:79 PK:16245 OSMANGAZİ BURSA;+90 (224) 372-0060;http://www.linatekstil.com;linatekstil.com
ALERAN TEKSTİL İNŞAAT GIDA SAN.VE TIC.LTD.ŞTİ.;BARAKFAKİ SANAYİ BÖL. 17. CAD. NO:4 KESTEL BURSA;+90 (224) 384-1517;http://www.alerantekstil.com;alerantekstil.com
ALEV NAS-TASARIEVİ;CUMHURİYET MAH.FIRAT SOK.PERA PLAZA 2-4 NO:2 YUMURTALIK BURSA;+90 (224) 452-3211;http://www.tasarievi.com;tasarievi.com
ALF TASARIM PAZARLAMA TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DİKKALDIRIM MAH. 1.LALE SOKAK NO.4/C OSMANGAZİ BURSA;+90 (224) 211-6223;http://www.acassiahome.com;acassiahome.com
ALFA KARTELA - ORHAN AKGÖREN;DEMİRTAŞ ORGANİZE SANAYİ BÖLGESİ NİLÜFER SOKAK ÇEKİRGE SANAYİ SİTESİ NO.9 OSMANGAZİ BURSA;+90 (224) 261-0648;http://www.alfakartela.com;alfakartela.com
ALFATIP KİMYA KOZMETİK TIBBİ MALZEME SANAYİ TİCARET LİMİTED ŞİRKETİ;DERİ OSB MAH.KAZLIÇEŞME CAD.NO:32/A TUZLA İSTANBUL;+90 (216) 629-2121;http://http://venimed.com.tr;http
ALİ BAYHAN TEKSTİL İNŞAAT TURİZM TAŞIMACILIK GIDA TARIM SANAYİ VE TİCARET LTD.ŞTİ.;DEMİRTAŞ DUMLUPINAROSB MAH. İSTANBUL CAD. SÖNMEZ ASF İPLİK SİT. NO:568 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-3036;http://www.alibayhantekstil.com;alibayhantekstil.com
ALİ BULUT - İPEK SIVA TİC.;BAĞLARALTI MH. 223.SK.NO:22 YILDIRIM BURSA;+90 (224) 369-3301;http://www.ipeksiva.com.tr;ipeksiva.com.tr
ALİ ERTAN KARTAL / ROYAL HOME TEKSTİL;IŞINLAR MAH. RAGIP TÜZÜN CAD. NO: 15/A-B YENİMAHALLE ANKARA;+90 (312) 344-3276;http://www.royalhometekstil.com;royalhometekstil.com
ALİO TEKSTİL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;23 NİSAN MAH. 251. SOKAK D APT. NO:5 D / B YUMURTALIK BURSA;+90 (224) 271-3494;http://www.aliotextile.com;aliotextile.com
ALMAXTEX TEKSTİL SANAYİ VE TİCARET A.Ş.;KARAPINAR MH. ANKARAYOLU CD. NO:900 YILDIRIM BURSA;+90 (224) 280-8600;http://www.almaxtex.com;almaxtex.com
ALNİSA TEKSTİL SAN VE TİC A.Ş.;KÜÇÜKBALIKLI MAH. ÇAĞLAYAN SOK. NO:31/1 OSMANGAZİ BURSA;+90 (224) 666-0040;http://www.alnisatekstil.com.tr;alnisatekstil.com.tr
ALP POLİMER KİMYA TEKSTİL MAKİNA İNŞ.TURZ.SAN.TİC.LTD.ŞTİ.;ALTINOVA MAH.SULU SK.NO:7 OSMANGAZİ BURSA;+90 (224) 211-0228;http://www.alp-kimya.com;alp-kimya.com
ALTINBOYA İPLİK BOYAMA TEKSTİL SAN.VE TİC.LTD.ŞTİ.;SAMANLI MAH.KOCAELİ C.NO:29 YILDIRIM BURSA;+90 (224) 351-0001;http://www.altinboya.com;altinboya.com
ALTINDAŞ TEKSTİL MAKİNA SANAYİ VE TİCARET LTD. ŞTİ.;BARAKFAKİH MAH. VATAN CADNO:39/1-2 KESTEL BURSA;+90 (224) 376-1557;http://www.altindas.com;altindas.com
ALTINKUŞAK TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;ALTINOVA MAH. YENİ YALOVA YOLU CAD. BUTTİM İŞMERKEZİ E BLOK KAT.4 NO.1317 OSMANGAZİ BURSA;+90 (224) 482-4423;http://www.efor.com.tr;efor.com.tr
ALTUN BRODE TEKSTİL İNŞAAT SAN. VE TİC. A.Ş.;BARAKFAKİHOSB MAH. 17.CAD. NO:22 KESTEL BURSA;+90 (224) 384-1580;http://https://altuntextile.com/;https
"ALUÇLAR MODEL ÇEYİZ, TEKSTİL, PLASTİK, AMBALAJ SANAYİ VE TİCARET LİMİTED ŞİRKETİ";Y.SAN.BÖL.AHMET VEFIK PAŞA MAH .GÜRSOY CAD.NO.15 YILDIRIM BURSA;+90 (224) 373-1865;http://www.alucteks.com;alucteks.com
ALYA DOKUMA TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;ANADOLU MAH. KAVAK SOKAK NO.10/1 BURSA YILDIRIM BURSA;+90 (224) 360-9160;http://www.alyatekstil.com.tr;alyatekstil.com.tr
ALYA SPOR YATIRIMLARI BASKI TEKSTİL KİMYA BOYA İNŞ.PAZ.İTH.İHR.SAN. VE TİC.A.Ş.;ŞEHİT OSMAN AVCI MAH. 58. SOK. DEMİRER ÖRNEK APT. B-4 BLOK NO:8/37 06820 ETİMESGUT ANKARA;+90 (312) 000-0000;http://www.alyaspor.com;alyaspor.com
ANADOLU ELYAF TELA TEKSTİL ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.;KÜÇÜKBALIKLI MAH. 10. DİLEK SK. NO: 4 / 1 OSMANGAZİ BURSA;+90 (224) 364-5150;http://www.anadoluelyaf.com.tr;anadoluelyaf.com.tr
ANAR KIMYA TEKS.GID.SAN.TIC. LTD.STI.;Y.YALOVA YOLU BUTTIM IŞ MRKZ. D BLOK K.4 N.1295 OSMANGAZİ BURSA;+90 (224) 211-5898;http://www.anarkimya.com;anarkimya.com
ANDRİALİ CONTRACT TEKSTİL SAN. VE TİC. LTD. ŞTİ.;DEMİRTAŞ DUMLUPINAROSB MAH. YILDIZ SK. NO:19 DEMİRTAŞ OSMANGAZİ BURSA;+90 (850) 888-8111;http://www.andrialicontract.com;andrialicontract.com
ANE BRODE MENSUCAT SANAYİ TİCARET LTD.ŞTİ.;YENİDOĞAN GÜRSU ORGANİZE SANAYİ BÖLGESİ ÖMER DURUK CADDE NO.26 GÜRSU BURSA;+90 (224) 371-3150;http://www.anebrode.com;anebrode.com
ANILSAN HAVLU SANAYİ VE TİCARET A.Ş.;BARAKFAKİ SANAYİ BÖLGESİ MAH. 16.CADDE NO.8 KESTEL BURSA;+90 (224) 384-1540;http://www.anilsan.com;anilsan.com
ANILTEKS TEKSTİL SAN. VE TİC. LTD. ŞTİ.;BARAKFAKİ OSB MAH. 16.CAD. NO:8 BARAKFAKİ KESTEL BURSA;+90 (224) 384-1540;http://www.anilsan.com;anilsan.com
ANITKAYA GIDA PAZARLAMA TİC. VE SAN. A.Ş.;MİNARELİÇAVUŞ OSB MAH. CEVİZ CAD. NO:15 YUMURTALIK BURSA;+90 (224) 216-1313;http://www.egretli.com.tr;egretli.com.tr
ANİ AMBALAJ PLASTİK TEKSTİL PAZARLAMA DAĞITIM TİCARET LTD.ŞTİ.;YUNUSEMRE MAH. YENİ ŞEHİRLİ SK. ZEMİN KAT.NO.10 YILDIRIM BURSA;+90 (224) 362-2487;http://www.bermuambalaj.com;bermuambalaj.com
ANKA MEDİKAL TIBBİ MALZ. KOZ. ELEK. DAYA. TÜK. MAL. BİLGİ. KIR. HEDİ. EŞYA VE BİJU. SAN. VE TİC. LTD;SAĞLIK MAH. MARMARA SOK. NO:8/A -21 ÇANKAYA ANKARA;+90 (312) 715-3663;http://www.ankamedikal.com.tr;ankamedikal.com.tr
ANTEXANGLES TEKSTİL İTHALAT İHRACAT SANAYİ VE TİCARET LTD.ŞTİ.;İZMİR YOLU 15.KM.ÜRÜNLÜ MH. NO:463/1 YUMURTALIK BURSA;+90 (224) 249-5370;http://http://www.antex.net;http
ANTİVA TEKSTİL İÇ VE DIŞ TİC. SAN. TİC. LTD. ŞTİ.;ANTİVA TEKSTİL İÇ VE DIŞ TİC. SAN. TİC. LTD. ŞTİ. OSMANGAZİ BURSA;+90 (224) 230-0018;http://www.vysmimarlik.com;vysmimarlik.com
ANTSAFETY YÜKSEKTE ÇALIŞMA İŞ GÜVENLİĞİ EĞİTİM DANIŞMANLIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İHSANİYE MAH. LEYLAK(110) SK. A.RIZVANOĞLU1453 FSM SİTESİ B BLOK NO: 3B İÇ KAPI NO: 17 İHSANİYE YUMURTALIK BURSA;+90 (224) 000-0000;http://www.antsafety.com.tr;antsafety.com.tr
AR KİMYA BOYA VE KİMYEVİ MAD. TİC.LTD.ŞTİ.;DR. SADIK AHMET CD. NO. 316/A ETİBANK OSMANGAZİ BURSA;+90 (224) 273-0310;http://www.ar-kimya.com.tr;ar-kimya.com.tr
ARASAN TEKSTİL SAN.TİC.LTD.ŞTİ .;DEMİRTAŞ DUMLUPINAR OSB MAH. YILDIZ SK. NO: 31 DEMİRTAŞ OSMANGAZİ BURSA;+90 (224) 261-5871;http://www.arasantekstil.com;arasantekstil.com
ARBA KUMAŞ TEKSTİL DOKUMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TURANKÖY MAH. DOĞA SK. NO:10 KÖYLER KESTEL BURSA;+90 (224) 000-0000;http://www.arbatekstil.com;arbatekstil.com
ARDÖ TEKSTIL SAN.VE TIC.AŞ;NOSAB DOKUMACILAR SITESI 7.BL NO:39/42 Tayin edilmedi BURSA;+90 (224) 411-0510;http://www.ardotextile.com;ardotextile.com
ARELINA DIŞ TİCARET İTH.İHR.SAN VE TİC.LTD.ŞTİ;ALAADDİNBEY MAH.632.SOK.NO:6A İÇ KAPI NO:1 YUMURTALIK BURSA;+90 (224) 000-0000;http://https://www.arelinallc.com/;https
ARGOS DIŞ TICARET LTD.ŞTI;ISABEY MAH.ISMETIYE CAD.NO:201 OSMANGAZİ BURSA;+90 (224) 376-2305;http://www.argostextile.com;argostextile.com
ARIKANLAR KUMAŞ TEKSTİL İNŞ. TAAHHÜT SAN. VE TİC. A.Ş.;BARAKFAKİH OSB MAH. 22. CAD. NO:9 KESTEL BURSA;+90 (224) 384-1148;http://www.arikanlartekstil.com;arikanlartekstil.com
ARINÇ HAYVANCILIK TARIM ÜRÜNLERİ TEKSTİL GIDA İNŞAAT SAN. VE TİC.LTD.ŞTİ.;AHMET VEFİK PAŞA MAH. ÇAKIR SK. NO:8 KESTEL / BURSA KESTEL BURSA;+90 (224) 261-3310;http://www.arinctekstil.com.tr;arinctekstil.com.tr
ARK GRUP TEKSTİL ENERJİ SAN. VE TİC. LTD. ŞTİ.;DEMİRTAŞ DUMLUPINAR OSB MAH. MENEKŞE SOK. NO:17 OSMANGAZİ BURSA;+90 (224) 504-6601;http://www.arktextile.com.tr;arktextile.com.tr
ARMADA FABRİC TEKSTİL SANAYİ VE TİCARET LTD.ŞTİ.;DEMİRTAŞ DUMLUPINAR ORG.SAN.BÖL.MAH.YENİ YALOVA YOLU 9.KM SÖNMEZ TESİSLERİ İÇİ NO.572/29 OSMANGAZİ BURSA;+90 (224) 261-0114;http://www.armadafabric.com.tr;armadafabric.com.tr
ARMADA TRADİNG TEKSTİL İÇ VE DIŞ TİCARET LTD. ŞTİ.;DEMİRTAŞ DUMLUPINAR OSB MAH. İSTANBUL CAD. NO:570 OSMANGAZİ / BURSA OSMANGAZİ BURSA;+90 (224) 261-0114;http://www.armadafabric.com.tr;armadafabric.com.tr
ARMES EV TEKSTİLİ SANAYİ VE TİCARET LTD.ŞTİ.;VATAN MAH. 4.KENAR SOKAK NO.11 YILDIRIM BURSA;+90 (224) 326-2965;http://www.armeshome.com;armeshome.com
ARMETEKS İPLİK TEKSTİL SAN. VE TİC.LTD.ŞTİ.;YENİDOĞAN OSB.MAH.GÜRSU ORG.SAN.BÖL. ŞEHİT CENGİZ TOPEL CD.NO:161 GÜRSU BURSA;+90 (224) 364-3800;http://www.trakyalilarkumas.com;trakyalilarkumas.com
ARMONİ MENSUCAT SANAYİ VE TİCARET A.Ş.;BARAKFAKİH SANAYİ BÖLGESİ BARAKFAKİH MAH. 20.SOKAK NO.11 YILDIRIM BURSA;+90 (224) 384-1616;http://www.armonimensucat.com.tr;armonimensucat.com.tr
ARMÜR TEKSTİL SANAYİ VE DIŞ TİCARET ANONİM ŞİRKETİ;KALE MAH.KOŞUYOLU CAD.NO:7/1 KESTEL BURSA;+90 (224) 373-0002;http://www.armurtekstil.com;armurtekstil.com
